 	l	ha	scritta	</S>
a20	0.0183662585	0.0180841794255	0.95101328	0.012536263
a31	0.232735974167	0.0101551510922	0.746318783333	0.0107900658333
a35	0.528432368056	0.0109719740307	0.439051984444	0.0215436701111
a31	0.435476319352	0.00764731804357	0.523523308148	0.0333530927037
a35	0.253952526451	0.0183664203812	0.575636776049	0.152044318235
a31	0.397584275484	0.0333232057937	0.376579488683	0.192513079412
a41	0.467979565161	0.0900558219312	0.288138639561	0.153826026471
a31	0.49076916172	0.128397198977	0.230287793187	0.150545876824
a11	0.53365234724	0.148302901326	0.155255269396	0.162789503608
a18	0.428981882413	0.193853707109	0.107154138132	0.270010294536
a13	0.353883854138	0.19733677237	0.100194477377	0.348584904845
</S>	0.319442207069	0.192364376185	0.112272210689	0.375921202422
