 	devo	comprare	il	pane	ogni	giorno	</S>
a31	0.107082451	0.017038140335	0.0600426695	0.0302173635	0.13808483	0.2030653785	0.444469145
a35	0.305630984333	0.005725644802	0.0637660241667	0.0236802909667	0.0564144986667	0.0921814251667	0.452601121667
a20	0.507178941444	0.00191954420233	0.0373680213889	0.00949028922223	0.0293728112222	0.0443702953889	0.370300093889
a31	0.621474717148	0.000652511631443	0.0261456737963	0.00397757282074	0.0160948224074	0.030046985463	0.30160769363
a20	0.672460579049	0.000519071306481	0.0164109492654	0.00418762348691	0.0240481524691	0.025399316821	0.256974286877
a31	0.662610389683	0.000492714625494	0.0316785667551	0.0044881570623	0.0315999964897	0.023836785607	0.245293373626
a20	0.547621033228	0.0019779262985	0.0977000522517	0.0157506986874	0.0228409201632	0.0314401902023	0.282669155875
a13	0.253671837743	0.00264962056617	0.100967630284	0.0210761482291	0.0218314407211	0.0558793067341	0.543924031958
a24	0.120936685914	0.00581040125539	0.129257566295	0.0110740000764	0.0229570302404	0.0945079889114	0.615456330653
a46	0.0586009903047	0.00923080658513	0.156172614098	0.00684204349213	0.0228331734135	0.15926856297	0.587051763551
</S>	0.0414892826523	0.00846204279256	0.108121620049	0.00523423044607	0.0240714502068	0.199324381485	0.613296931775
