 	avete	cucinato	le	verdure	</S>
a31	0.77912658	0.10812995485	0.01544615981	0.0496772522761	0.0476200574642
a46	0.922860826667	0.036992089566	0.00542818462667	0.0184053092761	0.0163136480309
a20	0.798142688889	0.012812008738	0.0339176620256	0.0258907934254	0.129236903244
a31	0.645854942963	0.005199957346	0.152424564009	0.0287587344751	0.167761816415
a17	0.518488347654	0.0988578527153	0.30357347467	0.0174447361584	0.0616356304717
a31	0.377283172551	0.178926627572	0.326488928223	0.0658656433861	0.0514356364906
a35	0.29174068085	0.217971562524	0.329405852741	0.097134015462	0.0637478621635
a31	0.21609653695	0.241146120841	0.312555804247	0.127090769487	0.103110727388
a46	0.213628648983	0.213503773614	0.253522021416	0.171804379829	0.147541159129
a38	0.204763116328	0.211746614538	0.237706217139	0.17972528661	0.166058776376
a17	0.201546682109	0.204431181513	0.215259155713	0.19297384887	0.185789125459
</S>	0.201389996055	0.202613320757	0.210000837857	0.195644979435	0.19035085273
