 	non	aveva	da	stare	</S>
a37	0.0571387899	0.0472454497629	0.0106270274242	0.88337903	0.001609681525
a38	0.01927190321	0.0157486144204	0.00354250592269	0.96074994	0.000687018445
a24	0.00718855128	0.00527228967434	0.00118846795809	0.972507123333	0.0138435443017
a8	0.00654588832667	0.00459945676811	0.000441227019363	0.817748291111	0.170665124767
a17	0.0237796647756	0.0913003589227	0.00248500932112	0.51402320037	0.368411761589
a31	0.0775818125919	0.181775152974	0.107854018874	0.306272823457	0.326516193863
a20	0.0935032701973	0.135568912991	0.147087522958	0.185392571152	0.438447747954
a8	0.0765763247324	0.15071154633	0.197602457653	0.0821527347173	0.492956952651
a31	0.149853770244	0.219667865443	0.258133712551	0.0958805059058	0.276464144217
a20	0.155073013415	0.185348181814	0.38333984085	0.109382811969	0.166856124739
a31	0.141701561138	0.167496650605	0.432418420283	0.11716382399	0.141219498246
a8	0.138686028046	0.156431753535	0.433515813428	0.12946440133	0.141901972749
a31	0.184488533682	0.138117831178	0.422978637809	0.122465743777	0.131949247583
</S>	0.282442916841	0.149241260589	0.281305518905	0.144590076889	0.142420238792
