 	Marika	tu	hai	mangiato	</S>
a8	0.1506524	0.826794595	0.01131645685	0.0048146534775	0.006421880225
a31	0.3103024	0.679923578333	0.00572352008333	0.00161602368887	0.002434503357
a24	0.482381133333	0.505210952778	0.00628709226111	0.00108262990766	0.00503821658433
a31	0.411263977778	0.575797244259	0.0060657700737	0.000907529031387	0.00596547425478
a28	0.273847492593	0.505353882753	0.0368458880112	0.0700148672726	0.113937869478
a31	0.500596797531	0.206670945918	0.0486611801704	0.0934995233242	0.150571569093
a3	0.66110194251	0.0981996239727	0.0539178525568	0.0727170553414	0.114063505631
a18	0.50566364417	0.0610907403242	0.0976611675189	0.210896278447	0.124688141877
a31	0.302250510057	0.0354459841081	0.217938402506	0.358289052816	0.0860760352923
a23	0.192738488686	0.0313310293694	0.255877904169	0.385674660939	0.134377906431
a31	0.166340856229	0.0377773767898	0.234133738056	0.405779193646	0.155968845477
a20	0.126605378743	0.0423311745966	0.242212029352	0.371220204549	0.217631208492
</S>	0.123978154372	0.0427907672983	0.206260869676	0.309439287274	0.317530894246
