 	era	molto	stanco	</S>
a46	0.181623107	0.147775678331	0.65707195	0.013529261185
a8	0.0649243442333	0.0492630401677	0.880946373333	0.00486624931833
a37	0.108295025311	0.0230926442259	0.816857214444	0.0517551252394
a31	0.230990935104	0.0152530404753	0.680570004815	0.0731860484131
a0	0.200102664368	0.0089533262251	0.723481591605	0.067462439471
a20	0.150265667456	0.066982318075	0.698767443868	0.0839845998237
a31	0.133988135819	0.129643372692	0.571882771289	0.164485753275
a39	0.222273995273	0.186421697564	0.37098391143	0.220320404425
a41	0.321249115091	0.341063059188	0.15850445481	0.179183384808
a31	0.228771851697	0.385853553063	0.172940781603	0.212433811603
a28	0.164042040566	0.326564551021	0.184122663868	0.325270710534
a11	0.160165336855	0.383930103674	0.100869186956	0.355035343511
a20	0.152914082285	0.407167454558	0.082377594652	0.357540867837
a31	0.161501800762	0.349576394853	0.143338508217	0.345583325946
a11	0.171295256921	0.319849124951	0.175143239406	0.333712411982
</S>	0.162884788461	0.311998837476	0.150086664703	0.375029735991
