 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.3872035967	0.04813239425	0.0008983286215	0.001706534245	0.170072627	0.0073271625	0.090587325	0.294072062
a31	0.2154623567	0.0358991075833	0.000345670074833	0.000861735778333	0.257810429	0.0109700751667	0.173334151667	0.305316487333
a29	0.1590303749	0.0397367785278	0.000356654011611	0.00224984025944	0.194213110667	0.0154780793889	0.335398367222	0.253536789111
a46	0.0564332440333	0.0482756071759	0.000349872880537	0.00841290368648	0.264124391222	0.0113190330396	0.307317469074	0.303767489704
a11	0.0196629081444	0.114198277392	0.000191803516846	0.0109455928955	0.381225823741	0.0217932245899	0.184594673025	0.267387703235
a20	0.00745832454813	0.113448650797	0.000152219905615	0.00584173520683	0.27513278458	0.06168513153	0.290069051008	0.246212084412
a8	0.00345019778271	0.0419611559323	0.000177192381872	0.00212127577061	0.137218570193	0.13168982251	0.443988600336	0.239393174804
a31	0.00898269309424	0.0205257306441	0.000162715957291	0.00089380285687	0.0614627623977	0.13192735417	0.569229950112	0.206814994935
a38	0.0147527270314	0.053257721548	0.00200189825576	0.00329477542562	0.0441127024659	0.134471664723	0.586358233371	0.161750248312
a31	0.0211245293438	0.061395471016	0.00264333330859	0.00410959000854	0.0349905084886	0.138424070574	0.585824631124	0.151487832771
a24	0.0262101907813	0.100851777505	0.00379590645953	0.00590190520285	0.0282680318295	0.106529125858	0.584417737041	0.144025312257
a37	0.0220765609271	0.272543922502	0.0116108441532	0.0206011577343	0.0377354486098	0.153955348619	0.37422663568	0.107250072086
a15	0.0303394966424	0.375162770834	0.0223312207177	0.0415847252448	0.0474221498699	0.170530762873	0.22866922856	0.0839596760287
a31	0.186087078881	0.268548032278	0.0316514975726	0.0479028854149	0.0585034516233	0.132586642958	0.191720552853	0.0829998873429
a20	0.26643467296	0.159521552759	0.0371591525242	0.0480441361383	0.0773104918744	0.114511444986	0.183799827618	0.113218739114
a31	0.241246270987	0.130803127586	0.0504825885081	0.0594443853794	0.101642155291	0.111711161662	0.179085105873	0.125585219705
a37	0.230681380329	0.113860682529	0.066321794836	0.0706978851265	0.10965432843	0.124387718554	0.155744041958	0.128652186568
a46	0.165984183443	0.123233380843	0.0823471169453	0.0859810350422	0.112487836143	0.132641342851	0.145734610653	0.151590515523
a20	0.145211327814	0.124564642281	0.102044935648	0.104542716681	0.120045182048	0.12306451095	0.131083476884	0.149443201841
a24	0.136188189271	0.124413869427	0.112371968549	0.11398048056	0.122738454016	0.121098700317	0.126363015628	0.142845320614
a31	0.187561759757	0.116987126476	0.109754504516	0.11102341352	0.115905754672	0.113386333439	0.117405551876	0.127975566871
a17	0.204327906586	0.114169422159	0.108983671172	0.110088021173	0.113584568224	0.111447637813	0.115159300625	0.122239488957
a20	0.153983012195	0.121040667386	0.116615346724	0.117435563724	0.120785106075	0.118676777271	0.121683510208	0.129780026319
a38	0.137090490732	0.123477679129	0.119646010575	0.120332639575	0.123338998692	0.120885240424	0.123387296736	0.13184162544
a31	0.184089776911	0.117036866376	0.113400626858	0.114310028192	0.116689931564	0.114249643475	0.116784728912	0.12343838848
a17	0.199373865637	0.114830364125	0.111550206953	0.112472294731	0.114445905855	0.112398915825	0.115035299637	0.11989314616
a31	0.183391161879	0.116912756708	0.113954930318	0.114846373577	0.116798823952	0.114870833275	0.117499109879	0.121725995387
a37	0.177323170626	0.117823987569	0.115279030106	0.116048197859	0.117532163317	0.116571381092	0.118462116626	0.120959948462
</S>	0.152210410313	0.121178801784	0.118487820053	0.11907595893	0.120887096659	0.120489700546	0.122129188313	0.125541029231
