 	noo	abbiamo	deciso	che	oggi	avevamo	andare	alla	spiaggia	con	mio	fratello	però	lui	sapeva	che	faceva	freddo	e	non	è	venuto	ma	ma	lì	che	il	mare	non	mi	piace	quando	fa	freddo	</S>
a8	0.0031400706955	0.0257263615	0.138609334	0.1038470255	0.053958665	0.001855682115	0.00439130135	0.0029009608	0.00463543625	0.0002535857655	0.00118565195	0.000629861185	0.000756374645	0.00124222875	0.0005904762	0.0056166695	0.3002609225	0.0056505997	0.00116407105	0.00109760785	0.001331806017	0.0116500115	0.0018253032	0.0088324875	0.253604895	0.0050785653	0.0146456705	0.018324215	0.0048124359	0.003237099325	0.00289066675	0.001867337	0.0026049543	0.00701983695	0.00476184655
a31	0.0015394091955	0.0247562902333	0.133401852263	0.1016060399	0.0463141133333	0.000804305605	0.00337784748333	0.0130830884667	0.0148404425833	0.0001273039955	0.00691731845	0.00523513926833	0.006525540565	0.00791975078333	0.00349678943333	0.0130958631667	0.261151465833	0.0100153750333	0.00335360418333	0.00187085875	0.000979417283667	0.0293049208333	0.00340810896667	0.0117307395	0.200091478333	0.00632437476667	0.0173338665	0.033587775	0.0053782983	0.00408539134167	0.00943504318333	0.00108072336667	0.00294855646667	0.0123485004167	0.00253041975
a24	0.00112851048183	0.0113697021444	0.102784745018	0.0864702547	0.0354355994444	0.000722972241667	0.00320661576111	0.0178624986556	0.0203728585278	8.31714830667e-05	0.00872565319333	0.00668212528611	0.00861336148833	0.0105140194944	0.00474326417778	0.0154739856222	0.264549315278	0.0110388361211	0.00408327792778	0.00188938702333	0.000857109081222	0.0370306416111	0.00348171029889	0.0121168366333	0.220590892778	0.00532399825556	0.0211282665	0.0361116973333	0.0035925671	0.00302344198056	0.0117451619278	0.000680959362223	0.00450013575556	0.0221608724722	0.00190556018333
a37	0.00054767308061	0.0114881637148	0.123174990339	0.0903654099	0.0505631508148	0.000664036090556	0.00223434157037	0.0102105200519	0.0244995035093	2.89573065222e-05	0.00332495326444	0.00235990816537	0.00440041142944	0.00494357183147	0.00239211003593	0.00635505997407	0.227120665093	0.00491420151703	0.00230990027593	0.00083424078111	0.000319498924741	0.0331668752037	0.00157807624296	0.00759021634443	0.299270147593	0.00233391338519	0.0228847185	0.0169710970111	0.00259875656667	0.00268610492685	0.00461861577593	0.000428597387408	0.00589124201852	0.0242122554907	0.00271807062778
a24	0.000233490469203	0.0236800472383	0.11381383878	0.0500236466333	0.102346407938	0.000462245723519	0.00119803232346	0.0071744100173	0.0416788288364	1.30990821074e-05	0.00257001271148	0.00120121142846	0.00436891360981	0.00273925884382	0.00149727405531	0.00333581892469	0.202672946364	0.00519000187234	0.00239574379198	0.00068679845037	0.000138683215914	0.0351722017346	0.00103702161432	0.00571783144814	0.294672069198	0.00130676579506	0.0143997291667	0.0090184040037	0.00323696495556	0.00497898817562	0.00233361242531	0.000313497575803	0.0123624043395	0.0405740824969	0.00745567104259
a37	9.56676570677e-05	0.0770693604128	0.11760381126	0.0320935045444	0.142035622646	0.000335593841173	0.00092720557782	0.00627540367243	0.0581781949455	1.83456713691e-05	0.00606568937049	0.00197687517615	0.00699416586994	0.00264622411461	0.0014919279851	0.00322386870823	0.143236683455	0.00908121762411	0.00377158186399	0.00148808380679	8.57062359713e-05	0.0381380372449	0.00133869880477	0.00509387581605	0.200258869733	0.00132353063169	0.0097424551889	0.00876896643457	0.00507919435185	0.00898157972521	0.00208010770844	0.000345499135268	0.0167482764465	0.0713215771656	0.0160846110142
a31	5.24969600226e-05	0.0826641228043	0.0797265880867	0.0268222068481	0.107902736882	0.000392896680391	0.00232254037927	0.00550781089081	0.0453557819818	1.72138329397e-05	0.00610045903016	0.00190160009705	0.00612170332998	0.0029642115382	0.00120945199503	0.00282037926941	0.255977481152	0.0081610370747	0.00324224696466	0.0014706372956	4.62180873238e-05	0.030936909415	0.00133712548826	0.00608825493868	0.207427323244	0.00122408547723	0.00814526172963	0.0101124389782	0.00393910815062	0.00729928896174	0.00155890320281	0.000257165735089	0.0100822372155	0.0568026555219	0.0140094397881
a28	3.23830716742e-05	0.0325561302681	0.0303774330622	0.0204722117827	0.0611753659607	0.000359606712797	0.00261798110976	0.00472990909694	0.0499263893273	3.20983851299e-05	0.0158542682501	0.00252098787068	0.0111635529833	0.00440604871273	0.00128595446501	0.00231856552314	0.365702017051	0.0249843282249	0.00428402166489	0.00160656809187	4.34876804413e-05	0.0534398434717	0.00260623354942	0.00824301447956	0.222828074415	0.00209637359241	0.00761819710988	0.0236136121594	0.00399094228354	0.00857487537391	0.00088422793427	0.00015036977503	0.0037408406385	0.0206305937073	0.00513348937937
a17	7.65557128914e-05	0.043156186756	0.0151466350541	0.0103192227609	0.0312738861536	0.000231280833599	0.00296808475325	0.00933871416565	0.0753564414424	0.000236408758377	0.0346567490834	0.00836236062356	0.0224787466611	0.0141900053042	0.00632117682167	0.00575108990771	0.265480275684	0.0358851487416	0.0099088908883	0.00539939026396	0.000108771776814	0.0880898311572	0.00564658538314	0.00926264449319	0.152718491472	0.00440274926414	0.0139577470366	0.0567020237198	0.00906622742785	0.015623538458	0.00339360787809	0.00066617055501	0.0032739192795	0.0175603806358	0.0229900184598
a31	0.00011559848763	0.047822985752	0.053557618018	0.046832011587	0.0439410118845	0.000314261394533	0.00484677798442	0.0104978563885	0.0561992698141	0.000297967896126	0.0285410060278	0.00963943854119	0.019140022887	0.0176269516014	0.00824660044056	0.00743440950257	0.166980955228	0.0303325102472	0.0133810466294	0.00929707842132	0.000378576788938	0.0711235070524	0.00756288712771	0.0104835469977	0.124490497157	0.00744726132138	0.0172118653455	0.0610612675733	0.0106773314759	0.0139850361527	0.00413771335936	0.00120476941834	0.00685340265983	0.0574881992119	0.0308487321533
a20	6.935468981e-05	0.0195551018507	0.0624138963293	0.0562022710217	0.0470340359615	0.000239400475178	0.00356009002147	0.00496244126283	0.0813632926047	0.000123455709709	0.0131312935759	0.00468842081373	0.00954753156233	0.0104849159005	0.00390143782019	0.00419768243419	0.221669768409	0.0587462214157	0.0103930031098	0.00700914139711	0.000404941005646	0.0651203740175	0.00583593724257	0.00869962113257	0.132101949052	0.00680665357379	0.0103339513485	0.0484227728578	0.0065409647253	0.0102576313842	0.00181755430312	0.000968254206113	0.00721910201994	0.0628789248373	0.0132986056511
a28	9.95708872033e-05	0.00923091078357	0.0214809816664	0.0189091437099	0.0182961516872	9.5026990726e-05	0.00143600636716	0.00307591255428	0.100393587535	0.000119082594236	0.0122046404253	0.00229284637124	0.00763106012078	0.0249305151668	0.0029682859134	0.00210597094473	0.25267998947	0.0747761164719	0.00824774060327	0.00386172472237	0.000171062954549	0.0731956676725	0.00781009128086	0.00762874751086	0.129668176351	0.0104673403246	0.0112495840162	0.128221333286	0.00494189360843	0.0127705414614	0.00254542098437	0.0021890968687	0.00547368847331	0.0283308753791	0.010501190817
a31	0.000124159421401	0.00699175932786	0.0353471097888	0.01574361078	0.0143043255957	0.000116930735575	0.00124761692239	0.00253805838476	0.0586181081783	0.000132971089412	0.0120112638084	0.00209556032375	0.00833543370693	0.0312621322223	0.00368398497113	0.00217903184824	0.179269689823	0.0795084101573	0.0199562385344	0.0103239325741	0.000303044851516	0.0778041438908	0.015485355427	0.013392468837	0.13699458545	0.0193106261082	0.0164314460054	0.150145304429	0.00651552043614	0.0130829231538	0.00269610727479	0.0027563734229	0.00690547582444	0.0428399671264	0.0115462962723
a21	6.6841071467e-05	0.00389673150929	0.0397946684629	0.01454817954	0.0132355764652	0.000146984648525	0.00110851970746	0.00280531112825	0.104431101726	8.8657427804e-05	0.00821564373613	0.00180786704125	0.00727643090231	0.0193605309074	0.00313594425704	0.00215529358275	0.160694196608	0.114580898719	0.0225305408448	0.0120986123247	0.000367364213839	0.0878024479636	0.0141315535757	0.0139058051123	0.136458338483	0.0159875183694	0.0136925810018	0.0872039514763	0.00562254604538	0.0100699433846	0.00157013080493	0.00185195214097	0.00771117387481	0.0619029540421	0.00974314175743
a24	0.000108558505822	0.00217977876976	0.013684133961	0.00491993381	0.00555851952173	9.7966418175e-05	0.00055344443582	0.00297591434275	0.122966213909	0.000102221649268	0.00528749954538	0.000907766637083	0.00489029440077	0.0265909743025	0.00246453531901	0.00127367400092	0.190760602203	0.0971698839063	0.0110190895149	0.0053537668749	0.000181579074946	0.0825244793212	0.00740876632523	0.00794697133743	0.135343806161	0.00909433445647	0.0153397976673	0.137560983825	0.00327529141513	0.0098104461282	0.00202885013498	0.00561647941366	0.0120754265583	0.0604067763474	0.0125211702525
