 	non	deve	magniare	la	sera	</S>
a20	0.748241825	0.2085956675	0.013379168794	0.00233291237135	0.008065993609	0.0193844566985
a31	0.797642425	0.187870384167	0.004462881541	0.000778356846983	0.00272822767567	0.00651772812517
a18	0.531301268333	0.187114260389	0.001565078884	0.000786513557961	0.176157546292	0.103075329468
a37	0.496302669444	0.0718027341297	0.001341646818	0.00233287771932	0.259035963431	0.169184103156
a18	0.610424309815	0.0306145418766	0.0267493251727	0.0282999449731	0.171192289144	0.132719574385
a31	0.507212136605	0.0209812627922	0.0563936030576	0.0838807063244	0.197743216381	0.133789071462
a13	0.330242908868	0.0536056175974	0.170221234353	0.157797792108	0.172710972127	0.115421502487
a31	0.287812252956	0.0705081458658	0.204482866784	0.155230039369	0.167647440709	0.114319286162
a17	0.290549424319	0.0800088952886	0.158317157595	0.126837208456	0.197917556903	0.146369775387
</S>	0.219199492159	0.106656052644	0.187033673798	0.144165719228	0.185688633451	0.157256447694
