 	vuole	vuole	mangiato	caldo	</S>
a37	0.327787995	0.576698275	0.041805161527	0.02272537685	0.0309831695
a31	0.512345395	0.454372991667	0.0139808673603	0.00822049868333	0.0110802239267
a41	0.439619601667	0.515022480556	0.00581681618677	0.0201004763944	0.0194405807356
a31	0.258891670556	0.691370426852	0.00337871446226	0.0240921447681	0.0222669994252
a11	0.398223973519	0.558781818951	0.0156073553208	0.015185893226	0.0122008989884
a20	0.567385201173	0.32965205965	0.0643727627736	0.0262540154087	0.0123358893295
a31	0.501994510391	0.252441079883	0.0815227032579	0.14882860447	0.0152130627765
a18	0.397176996797	0.196904876628	0.090308480086	0.245245728157	0.0703639025922
a31	0.321136818932	0.155803876876	0.113091536695	0.311482132719	0.0984856008641
a20	0.250512426311	0.121428576959	0.098595740565	0.38292462424	0.146538586955
a21	0.199921052104	0.136845388986	0.117521275188	0.33195913808	0.213753105652
</S>	0.194341501052	0.155393739493	0.146772652594	0.29391080404	0.209581257826
