 	non	ho	cosa	a	fare	</S>
a8	0.0802708815	0.049209795	0.446743845	0.079470672	0.24020918	0.1040956535
a31	0.108592994833	0.0530142316667	0.595242835	0.046078934	0.13845599	0.0586150638333
a37	0.134777674944	0.0684926418889	0.458169155	0.06816644	0.186328916667	0.0840651882778
a10	0.0686471833147	0.0471486536296	0.281697335	0.0666713206667	0.198079380222	0.337756096093
a37	0.0326943757716	0.0301780178765	0.170607355	0.0327172802222	0.129947858074	0.603855098698
a10	0.0330272642572	0.0385961009588	0.124014901667	0.0297129894074	0.191547336025	0.583101426233
a0	0.0931286807524	0.0985313169863	0.109790318556	0.0722325231358	0.233158232008	0.393158938744
a20	0.145086730251	0.139644795662	0.0917259341853	0.103997941045	0.219186350669	0.300358229581
a17	0.143935070084	0.142421898554	0.104793114728	0.102460060348	0.204547530223	0.30184228986
a20	0.153969160028	0.159838586185	0.132193874909	0.122219896783	0.177318153408	0.25446028662
a8	0.166162836676	0.168838628728	0.15141423497	0.141538675594	0.165169517803	0.206876078873
</S>	0.171194653338	0.170495014364	0.156461717485	0.146957522797	0.161640993901	0.193250079436
