 	non	ci	dimentichiamo	mai	</S>
a31	0.2280818705	0.006759556265	0.607792005	0.0223166734005	0.1350498377
a20	0.4115289105	0.0023025722942	0.5329994772	0.00744953347383	0.0457194525
a31	0.796754920167	0.0008107631206	0.1844511736	0.00249712859094	0.01548596429
a11	0.910296490056	0.000359768293533	0.0765033438667	0.00378590888998	0.00905447708667
a20	0.905223210019	0.000348308924511	0.0555859582889	0.02491679763	0.0139257796956
a31	0.873532116673	0.000415932174837	0.078886862763	0.03283622121	0.0143289402319
a11	0.581688555891	0.00267688702495	0.378558627588	0.0209976987367	0.016078292744
a31	0.223926088964	0.00418252600832	0.714984712529	0.0201102735789	0.0367964515813
a18	0.103612614888	0.00835478400277	0.836998894176	0.014965957293	0.0360677999604
a42	0.0420539925293	0.0238927883343	0.858619311392	0.0401160758643	0.0353178867535
a31	0.0371922808431	0.0299182241114	0.802578217131	0.0712253819548	0.0590859475845
a18	0.0610843546144	0.0614965293705	0.719376859044	0.0816832753183	0.0763590091948
a31	0.115026781538	0.102758725123	0.549524713015	0.116845226439	0.115844549732
a39	0.156672463846	0.134183437041	0.407009527672	0.150272028813	0.151862516577
a31	0.178752621282	0.163914319014	0.323082915891	0.166924056271	0.167326035526
a20	0.196248200427	0.177425583005	0.262450315297	0.181438625424	0.182437251842
a39	0.196769443476	0.190389621002	0.230353521766	0.191102931808	0.191384517281
a31	0.220252824492	0.186969403667	0.210205073922	0.190951127269	0.191621589094
a14	0.232297908164	0.185023187889	0.199966721307	0.190830222423	0.191881953031
a46	0.222930286055	0.188841919296	0.196463943769	0.195394884141	0.196368944344
a20	0.221829798685	0.189665663099	0.194448401256	0.196609638047	0.197446484781
a31	0.248142406228	0.183947864366	0.187053940419	0.190049859349	0.190805944927
</S>	0.276688733114	0.176862992183	0.179250065209	0.183186049675	0.184012172463
