 	avete	cucinato	le	verdure	</S>
a39	0.78019053	0.106712406303	0.01552753735	0.04991521755	0.04765435932
a31	0.92459281	0.0363904213362	0.00569123721667	0.01734382145	0.0159817251133
a35	0.895477453333	0.0132182549121	0.0108075579389	0.0175118793833	0.0629848108311
a31	0.886750001111	0.00497014002737	0.0125909222796	0.0170722272478	0.0786167137757
a20	0.883308123704	0.0187359716325	0.0448155037265	0.0191019838693	0.0340384570906
a31	0.821658764568	0.0248689326442	0.0929517492422	0.0310885222898	0.0294320276969
a20	0.572960311523	0.132778950315	0.230118907747	0.0307017717633	0.0334400522323
a39	0.338783660508	0.223988850105	0.292518752582	0.0755708929211	0.0691378674108
a28	0.265196133503	0.251673266702	0.277997187527	0.103526004307	0.101607449137
a31	0.149253554501	0.216617642901	0.233229092509	0.254090678102	0.146809046379
</S>	0.118584522251	0.12750202745	0.138511226255	0.423451139051	0.19195106819
