 	vuole	pianto	</S>
a39	0.79947245	0.1866410425	0.013886467
a31	0.75537064	0.2339051825	0.0107241416667
a41	0.70682727	0.270306210833	0.0228665355556
a31	0.82489617	0.148726451278	0.0263774061852
a37	0.719734253333	0.126359524759	0.153906228728
a11	0.584794934444	0.190407621586	0.224797454243
a39	0.609350478148	0.220477680529	0.170171849414
a31	0.476726359383	0.31216885351	0.211104783138
a46	0.386471653128	0.37062713117	0.242901214379
a31	0.375187761043	0.358096533723	0.26671571146
</S>	0.347133595522	0.366395566861	0.28647085573
