 	viene	fabbricato	</S>
a31	0.540410275	0.307057665	0.152532
a24	0.614924708333	0.257820862333	0.12725439
a31	0.511630802778	0.324594584778	0.163774586667
a18	0.330961220926	0.474023898259	0.195014855556
a31	0.322048476975	0.363230026086	0.314721465185
a37	0.270808748992	0.420065588695	0.309125626395
a31	0.435273276331	0.422691522898	0.142035170132
a20	0.642688878777	0.242315804299	0.114995300044
a41	0.613343852926	0.2221420181	0.164514126681
a31	0.563572777642	0.228891919367	0.207535302227
a35	0.539218365881	0.231416326456	0.229365307409
</S>	0.485175592941	0.254378743228	0.260445663705
