 	guardando	le	nuvole	capisco	che	piove	</S>
a31	0.051131436	0.0201531749	0.04687929105	0.052670995	0.1016992695	0.233183295	0.494282575
a13	0.0197507830367	0.0220850476333	0.0486376180167	0.155417251667	0.0378773415	0.122376793333	0.593855191667
a24	0.00681692066557	0.0200414328778	0.0312163046722	0.191051923889	0.0151845609	0.0686685794443	0.667020273889
a41	0.00293839233852	0.0188297287259	0.0246635676574	0.268230761296	0.0153516973667	0.0543021714814	0.615683677963
a31	0.0154335256128	0.040567332342	0.0253896539858	0.319168347099	0.0449221911222	0.0714224121605	0.483096529321
a41	0.0193628193043	0.046241448214	0.0289576806619	0.3092132657	0.0502117037074	0.106109067387	0.439903979774
a46	0.00944284820143	0.0182767821713	0.0243868642206	0.2978018819	0.0319674342358	0.166584705796	0.451539459925
a31	0.00740635463381	0.00971062259043	0.0254340257402	0.4328362973	0.0236587484119	0.162727567265	0.338226377975
a20	0.0117130154446	0.0200417193968	0.0269056879134	0.487396672433	0.0303988001373	0.167538474422	0.256005603992
a15	0.0300868868149	0.0400932097989	0.0306268103045	0.245054899478	0.0398686023791	0.279531711474	0.334737844664
a31	0.033723390605	0.0352547265996	0.0335308841015	0.366918235159	0.0352263681264	0.248087443825	0.247258893221
a20	0.0384874552017	0.0572711988665	0.0443658060338	0.393008853386	0.101642477709	0.218153727942	0.14707041274
a31	0.0476925684006	0.0664225466222	0.0534465750113	0.326697012795	0.128787284236	0.233953725981	0.143000254247
a23	0.0483094474669	0.0580615905407	0.0609492506704	0.304362759932	0.146391119745	0.240466475327	0.141459338082
a31	0.0894319838223	0.0696647571802	0.0731102368901	0.203080968977	0.166967183248	0.245527565109	0.152217312694
a27	0.118233361274	0.0851252113934	0.10579789563	0.188292236326	0.151128984416	0.192368431703	0.159053884231
a35	0.122091037091	0.121035740464	0.131997318543	0.137756153442	0.162134451472	0.172162770568	0.152822528077
a31	0.164409422364	0.130384700155	0.127030016181	0.132141469147	0.143698850491	0.152437736856	0.149897816026
a39	0.176391260788	0.129728273385	0.130057615394	0.135651109716	0.13912736683	0.144387342285	0.144657002009
a41	0.153036926929	0.139400744462	0.138106461798	0.135851589905	0.14283382561	0.145801994095	0.14496842067
a24	0.14700653231	0.143954831487	0.139147953933	0.136140553302	0.142780665203	0.144934088032	0.146035400223
a41	0.144151504103	0.144342637162	0.138791617978	0.135968914434	0.143689161734	0.145006339344	0.148049870074
a3	0.142702704701	0.143759649054	0.138320109326	0.135947231478	0.144440863911	0.145249386448	0.149580096691
a31	0.1516988149	0.140720293018	0.137282159775	0.137482923826	0.142491464637	0.143110758816	0.14721361223
a0	0.1538739483	0.138948681006	0.137468816592	0.137977614609	0.142503158212	0.142859306272	0.146368494077
a20	0.145539929433	0.141486643669	0.139287335531	0.137618001536	0.144212499404	0.144347562091	0.147508038026
a31	0.149125186478	0.141819224556	0.13973816851	0.139537747179	0.142317663135	0.142660100697	0.144801896009
a20	0.149742548826	0.141236531519	0.139877282837	0.14030411906	0.142067664378	0.142715906899	0.14405593867
a31	0.148521552942	0.141365240506	0.140270237612	0.140674786353	0.142211788126	0.143039848966	0.143916559557
a37	0.148065360981	0.141325953502	0.141022525871	0.141289792118	0.142208529375	0.142917149655	0.143170713186
a46	0.144565410327	0.142809474501	0.14204989529	0.141127277373	0.142817903125	0.143341909885	0.143288111062
a31	0.148049863442	0.142383638167	0.141479581763	0.141295222458	0.141947051042	0.142271926628	0.142572663687
</S>	0.151970236721	0.141186389084	0.140752525882	0.141390436229	0.141260275521	0.141512588314	0.141927491844
