 	il	dito	si	gonfiò	</S>
a39	0.8881174	0.0510200643365	0.0082856003	0.01288285725	0.0396941083
a13	0.945680546667	0.0173191503232	0.00700839113333	0.0105132999167	0.0194786619667
a31	0.966897305556	0.00616995378773	0.00634968471111	0.00851627697223	0.0120668418556
a20	0.782234051852	0.00253500955591	0.00369695957037	0.0131526079907	0.198381411485
a31	0.703282287284	0.00171069965197	0.00431098209012	0.0246904223302	0.266005604828
a11	0.653383105761	0.037548771084	0.05035840193	0.138596428443	0.120113290943
a31	0.516123035254	0.0706541506947	0.08776512731	0.204908932814	0.120548741981
a39	0.425738531751	0.102126908565	0.117584172437	0.228153344271	0.12639700066
a31	0.28904430725	0.149414282855	0.163588910812	0.263265774757	0.13468669022
a41	0.263696859083	0.181519084285	0.174621440271	0.227074464919	0.153088120073
a46	0.235722176361	0.201539901428	0.184501186757	0.218037334973	0.160199376691
a31	0.222661705454	0.198744390476	0.191290685586	0.205784191658	0.18151902223
</S>	0.225270957727	0.195089990238	0.191162522793	0.199112715829	0.189363826115
