 	forse	sono	usciti	</S>
a23	0.96380582	0.0049896702685	0.0082213708944	0.02298311496
a31	0.987437053333	0.00205996190183	0.00274779524873	0.00775517121
a23	0.995302217778	0.00109297708128	0.000923451985977	0.00268135428
a31	0.998308492593	0.000440477444427	0.000308403072126	0.000942627023333
a10	0.672527749198	0.0135246485848	0.000688152618775	0.313259422644
a37	0.235510310399	0.228857113862	0.0122559592729	0.523376564215
a31	0.117228619133	0.393815591287	0.100114246424	0.388841504738
a37	0.114925766378	0.284208143762	0.341861472141	0.259004618246
a31	0.161493572126	0.246184434587	0.42687830738	0.165443702749
a39	0.179835040709	0.217517121529	0.44678255246	0.15586532425
a31	0.184616106903	0.195913067176	0.449918484153	0.16955238475
</S>	0.212174583452	0.237391898588	0.353243942077	0.197189607375
