 	avete	cucinato	le	verdure	</S>
a29	0.780104455	0.106712390003	0.01561895558	0.04991759018	0.047646637978
a38	0.924512435	0.0355855988632	0.00580432464667	0.0179528754467	0.0161448129547
a31	0.972616278333	0.0119197736811	0.00268781001556	0.0071457517499	0.0056304537819
a11	0.901285226111	0.00569984162703	0.0363571804052	0.0119070229176	0.0447507624143
a37	0.79652617537	0.011733703409	0.0867930568017	0.0301328499725	0.0748142174714
a11	0.591213778457	0.11136414547	0.185415292267	0.0481464346575	0.0638603544905
a31	0.319391746152	0.153939942823	0.198771303422	0.198799904886	0.12909709683
a20	0.184602942051	0.190983168608	0.214794417141	0.247066884295	0.162552548943
a31	0.152125944017	0.230464469536	0.245147949047	0.216408420765	0.155853186314
a39	0.160579464672	0.215723446512	0.224213729682	0.228102846922	0.171380512105
a13	0.164002241557	0.241952868837	0.248699379894	0.176723358974	0.168622140702
a18	0.178600930519	0.228995396279	0.232992539965	0.178832679658	0.180578463567
a39	0.18731381684	0.217374215426	0.220098043322	0.185230086553	0.189983867856
a31	0.20264688228	0.203982468475	0.205201087774	0.194347132184	0.193822445952
a46	0.208054884093	0.198904756158	0.199746995925	0.197668944061	0.195624441984
</S>	0.202658757046	0.201268363079	0.202443027963	0.196708307031	0.196921580992
