 	l	ho	sentito	quando	veniva	</S>
a31	0.084435498	0.0104993465	0.637803585	0.001810305825	0.26287783	0.00257343375
a46	0.035603225	0.00893460143333	0.730710295	0.000742075883333	0.216330386667	0.00767939898333
a41	0.0134762147067	0.00684193174444	0.490781562667	0.000297906666111	0.177964875889	0.310637482328
a31	0.0109908102756	0.0119834152481	0.201460193222	0.000228978068704	0.123075972296	0.652260650776
a24	0.0300952600919	0.028133284416	0.115433192407	0.0122879255896	0.114709654099	0.699340740259
a31	0.184240607364	0.0628444868053	0.0982172608023	0.0202549455299	0.083585048033	0.550857680086
a15	0.258056262455	0.0966530489351	0.107961230267	0.0432622271766	0.0916498173443	0.402417400029
a46	0.185672897485	0.157682022978	0.099385011089	0.111715444059	0.108955748781	0.336588853343
a31	0.178502335828	0.179269684326	0.133714264696	0.163757151353	0.12013034126	0.224626191114
a0	0.155272038609	0.157152938109	0.269008348232	0.142858977118	0.114503962087	0.161203681705
a41	0.13612050287	0.167479942703	0.321849456077	0.125478002373	0.114878872362	0.134193198568
</S>	0.140129376435	0.171705886352	0.293383338039	0.139666896186	0.126407546181	0.128706969284
