 	non	ho	dove	d	andare	</S>
a20	0.017719366	0.00960161125	0.49954927	0.006008357755	0.12179153105	0.345329885
a31	0.0593545646667	0.02753544025	0.571644563333	0.00205975889933	0.133693014383	0.205712651667
a37	0.204372094889	0.09021022675	0.341211024444	0.0100954901108	0.154987813128	0.199123340556
a31	0.20608614763	0.0944914375833	0.489507038148	0.0127870156683	0.0699187577293	0.127209592519
a29	0.0774206938767	0.0423252688611	0.761286912716	0.0251254601874	0.0247465160964	0.0690951465063
a41	0.0401398342922	0.024021251287	0.592408160905	0.251564812062	0.0280179481988	0.0638479921688
a31	0.0871076424307	0.0316723490957	0.405964426968	0.386117737354	0.0325819447329	0.0565558833896
a18	0.106592854144	0.0462540133652	0.288846155656	0.493351445785	0.0233876832443	0.0415678361299
a31	0.112503088048	0.0820841867884	0.157335601885	0.558187655262	0.0366786117481	0.0532108210433
a39	0.125124519349	0.120870925596	0.126911851628	0.503874058421	0.055118458916	0.0681001203478
a31	0.12690783645	0.140119015199	0.113652358209	0.44435513614	0.0886535946387	0.0863120101159
a8	0.136040968817	0.128548965066	0.114292562736	0.36342667538	0.14705817488	0.110632658039
a31	0.151200672939	0.120357651689	0.116336760912	0.32139453846	0.168550811627	0.12215959068
a8	0.172959314313	0.13828446723	0.140773530304	0.24135126282	0.167041527209	0.139589906893
</S>	0.158866482157	0.140776393615	0.142278670152	0.24321700641	0.173917098604	0.140944353446
