 	ho	cosa	a	fare	</S>
a23	0.150615755	0.61627802	0.154709647	0.059270215	0.019126291
a17	0.095129203	0.539326866667	0.184675923667	0.132545948333	0.0483220263333
a31	0.095947179	0.537820435556	0.168228219556	0.143051423091	0.0549527544044
a8	0.108232269667	0.484167030185	0.0919915515187	0.10264205801	0.212967105095
a31	0.0948674132223	0.349647418395	0.0999598521729	0.106908123337	0.348617205032
a13	0.132535844407	0.474552662798	0.0856096257243	0.0682143251123	0.239087553344
a24	0.239950851469	0.445432310933	0.0785367052414	0.0805885083708	0.155491652781
a31	0.27774916049	0.307768316978	0.0982784684138	0.128994496124	0.187209587594
a13	0.23808700683	0.225408608993	0.0968897814713	0.198439372041	0.241175259198
a31	0.222502678943	0.207888436331	0.10847788249	0.21843781068	0.242693216399
a18	0.180748196314	0.16518952011	0.101494837497	0.240814876893	0.311752572133
a0	0.139209658771	0.12619792137	0.090637387499	0.254171542298	0.389783490711
a39	0.13533529159	0.130321920457	0.1067800175	0.210977194099	0.41658558357
</S>	0.130075228795	0.126781740229	0.10961645875	0.20215970705	0.431366871785
