 	lo	sentii	che	viene	</S>
a43	0.07950289	0.80412805	0.098088932	0.00930932362902	0.0089708902775
a17	0.167285683333	0.792566383333	0.033302013	0.00310622442135	0.00373973614417
a11	0.229497847778	0.663113327778	0.0270163403333	0.00412640359945	0.0762460729147
a31	0.152365675926	0.718984709259	0.0244898589944	0.00446419583775	0.0996956043849
a46	0.293219498642	0.636884429753	0.0178292192148	0.00943151325052	0.042635400875
a6	0.398119836214	0.380544163251	0.0337370177383	0.15710135575	0.0304976419583
a31	0.252505162071	0.469986981084	0.0490991705794	0.208524674583	0.0198840126528
a15	0.188675417357	0.615756437028	0.0607848525265	0.110351300861	0.0244319955509
a20	0.167769022452	0.557866675676	0.0989311641755	0.117005190287	0.0584279581836
a31	0.154921750817	0.434107991892	0.208261548059	0.140642693429	0.0620660230612
a17	0.129265370272	0.364219000631	0.264242382686	0.162830191143	0.0794430533537
a31	0.109034730091	0.362859356877	0.277945127562	0.161689677048	0.0884711367846
a13	0.0981033533637	0.355177428959	0.314114095854	0.148119552349	0.0844855812615
a39	0.0932577931212	0.34730088632	0.319467651951	0.132627495783	0.107346137087
a46	0.111543686374	0.32614034544	0.30275939065	0.127469140261	0.132087412362
a31	0.178065135458	0.257844211813	0.253323606883	0.153880056754	0.156887014121
a18	0.214317048486	0.217512763938	0.220964805628	0.177899445585	0.16930599804
</S>	0.197988909243	0.214631151969	0.216386652814	0.187740942793	0.18325239902
