 	che	non	li	aspetiamo	</S>
a20	0.00155771995	0.003460299175	0.0005551739325	0.991184035	0.00324283505
a8	0.00124004982	0.00119686261317	0.000187341988127	0.995262515	0.00211328493667
a7	0.0299314759767	0.0561583396426	0.00534428281834	0.877493501667	0.0310724237322
a35	0.0425961678256	0.0760521248809	0.00717233699945	0.813896973889	0.0602824045774
a46	0.135887641775	0.149715633294	0.0115900787265	0.605560731296	0.0972459081925
a31	0.332880277258	0.243304554431	0.0656612209088	0.249086911765	0.109067021398
a11	0.344067382419	0.232841111477	0.239962653636	0.111149975922	0.0719788991327
a31	0.293566260806	0.240993920492	0.299361484545	0.071842375974	0.0942359763776
a0	0.287163796935	0.230328163497	0.267159458182	0.0782528553247	0.137095708793
a31	0.265307698978	0.218017431166	0.263958239394	0.105067611775	0.147649012931
a30	0.224810884326	0.187859120389	0.236377123131	0.121460810592	0.229492090977
a0	0.175278739442	0.165974316796	0.23682547771	0.131463116864	0.290458380326
a31	0.207690906481	0.178129635599	0.210394989237	0.162249385621	0.241535113442
</S>	0.23918256824	0.180779367799	0.195605784619	0.17212986281	0.212302461721
