 	ho	rotto	una	bottiglia	</S>
a31	0.94441765	0.0051968211	0.0095806117305	0.0045318572164	0.0362730804
a21	0.98053325	0.00253174438667	0.00324374864383	0.00151910790073	0.0121721741167
a31	0.940452163333	0.00586731924889	0.00728130512794	0.0122526089846	0.0341466284222
a35	0.854852734444	0.0387382149163	0.0131897040426	0.0287785203282	0.0644408228074
a31	0.764706611481	0.0766716916388	0.0331705836809	0.0437695084427	0.0816815562691
a24	0.70859793716	0.10258889388	0.0451288245603	0.0725014281476	0.0711828760897
a37	0.625007779053	0.132669221293	0.0664682781868	0.108433558049	0.0674211606966
a31	0.545845959684	0.143006193764	0.0963967627289	0.125169424016	0.0895816635655
a33	0.566337003228	0.136361091255	0.0901401975763	0.125289342672	0.0818723765218
a31	0.469480984409	0.153057543752	0.118319465859	0.147426650891	0.111715394174
</S>	0.354458042205	0.173155931876	0.15363678793	0.169032400445	0.149716892087
