 	e	che	cucino	</S>
a31	0.60941671	0.142045155	0.2209151805	0.0276230262
a24	0.805491656667	0.108799137	0.0763357811667	0.0093734692
a31	0.778678952222	0.070232871	0.0960445743889	0.0550436187333
a11	0.451399660741	0.0639807053333	0.12188423013	0.362735426244
a46	0.206459616914	0.0980123834444	0.253165572043	0.442362425415
a41	0.133484877971	0.152773687815	0.497036724014	0.216704676472
a20	0.0908211533237	0.160901415938	0.586181608005	0.162095796824
a36	0.116235156108	0.173398148646	0.544890026002	0.165476658941
a31	0.186644342036	0.201648539549	0.412824525334	0.198882576314
a46	0.244365920679	0.224146066516	0.305126085111	0.226361922105
</S>	0.259035330339	0.228378623258	0.281890042555	0.230696031053
