 	mia	figlia	vuole	andare	</S>
a46	0.3667587	0.27978407	0.21636402	0.0710558415	0.0660373675
a31	0.449879533333	0.3242285	0.173331379	0.0272027564	0.02535782843
a7	0.347707557778	0.458202246667	0.151137982	0.0220060830333	0.0209461170733
a20	0.443187985926	0.345315025556	0.156579637333	0.0202840294111	0.0346333200244
a31	0.706065461975	0.167972775185	0.088703635111	0.0086612141037	0.0285968640081
a46	0.737605220658	0.119520115062	0.0602035177037	0.0499771732679	0.032693896336
a31	0.523397720219	0.082447787354	0.0858017225679	0.237903074423	0.070449674112
a46	0.359231410073	0.0587104947847	0.094958020856	0.358490214808	0.128609864704
a31	0.260725774691	0.0534092202616	0.104723673619	0.385102574936	0.196038744901
a11	0.18831724623	0.0510858287539	0.12105869454	0.389457494979	0.250080721634
a3	0.19979835541	0.075745662918	0.11120904818	0.320720454993	0.292526457211
a31	0.189594855137	0.108767020973	0.127645642727	0.262829688331	0.31116277907
a27	0.165372631712	0.119902273658	0.136985307576	0.21592057611	0.361819203023
a0	0.141263757237	0.114079136553	0.122938127192	0.191031092037	0.430687884341
</S>	0.135876233618	0.117290681276	0.120401520596	0.178680881018	0.447750692171
