 	non	ti	dimentichiamo	mai	</S>
a8	0.117143085	0.362987915	0.034069824	0.02545755925	0.46034158
a31	0.294339368333	0.328049271667	0.0301824888333	0.01097216585	0.336456666667
a20	0.614383122778	0.207066650556	0.0312646521111	0.00500811598333	0.142277388889
a31	0.593752617593	0.286950336852	0.041158719037	0.00221019739444	0.075928073963
a13	0.381743945864	0.353742648951	0.0294366154457	0.00160379179815	0.233472955654
a31	0.282197091955	0.426435336317	0.0128324912486	0.00319416053272	0.275340878385
a13	0.187865777652	0.685128278772	0.00958147474953	0.00383318341091	0.113591215962
a1	0.122772246217	0.633217726257	0.0631770922498	0.0193907878036	0.161442075321
a31	0.121198297072	0.380301295419	0.13854534075	0.0595407006012	0.300414325107
a41	0.149771717357	0.383987918473	0.147510743583	0.0608704712004	0.257859153702
a15	0.171090332452	0.547503119491	0.135279101194	0.0330294620668	0.113098013234
a13	0.140586564151	0.51966701983	0.182297960398	0.0693127593556	0.0881356944113
a31	0.111497300384	0.30540801661	0.335313166799	0.141558329785	0.10622318147
a11	0.086109149128	0.17796366887	0.450026202266	0.186448689928	0.0994522871567
a31	0.0812117297093	0.13343859629	0.542798980755	0.159530163309	0.0830205510522
a46	0.0869902765698	0.103272440763	0.602921060252	0.121344261103	0.0854719790174
a31	0.111797465523	0.112573615588	0.546304330084	0.124860907034	0.104463696339
a46	0.132668385174	0.126407371863	0.484064663361	0.132251902345	0.124607672113
a31	0.165728298391	0.149390157288	0.385044294454	0.151099404115	0.148737817371
</S>	0.192069939196	0.163895298644	0.316811392227	0.163176422057	0.164046948686
