 	si	è	rotta	la	coppa	</S>
a31	0.544528965	0.1191611275	0.01751091275	0.008498315386	0.203574051915	0.1067266756
a20	0.840441221667	0.0453082252	0.00707198481667	0.0028380948856	0.0678623247027	0.0364782080667
a19	0.934778653889	0.0152884629613	0.0103803470056	0.000973490289467	0.0231118577552	0.0154672296556
a18	0.956217751296	0.0069074105151	0.0127058159019	0.00132822402449	0.0086283887184	0.0142124610519
a27	0.755649560432	0.0105552591717	0.0602149788673	0.0515966854415	0.0927397989728	0.0292437803506
a31	0.378620466144	0.0106205340572	0.112449462956	0.106011985147	0.359886989658	0.0324105941169
a39	0.147453410381	0.0105357280191	0.209272024319	0.132021468382	0.480429179886	0.020288214039
a31	0.0926876924603	0.032888224673	0.288234524773	0.143721292794	0.405837536629	0.036630740013
a46	0.0756832908201	0.0424036415577	0.241450604924	0.113843820931	0.481639138876	0.0449795000043
a31	0.08908398694	0.0713823871859	0.205210374975	0.11594736031	0.445356602959	0.0730192566681
a20	0.118100832313	0.103144579062	0.176615744992	0.129796953437	0.369839757653	0.102502102223
</S>	0.111944641157	0.097365539531	0.154605412496	0.121027051719	0.422167578827	0.0928897761115
