 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a23	0.2171265175	0.111465377	0.0721059465	0.0756017653	0.0610037635	0.0004014137535	0.020592024	0.07115093	0.0550977875	0.3154544815
a31	0.135971292833	0.0960161603333	0.0674877731667	0.0479366453	0.0803017411667	0.000171408836833	0.116768230333	0.0584727673333	0.0277758035	0.3690981905
a28	0.280740609611	0.111801758778	0.0707530217222	0.0377474647	0.0713640470556	0.000109293890611	0.140403246111	0.0381225611111	0.0180379238333	0.230920086833
a31	0.31679557387	0.121339451593	0.0929984445741	0.0243516311667	0.0608939716852	6.62436102037e-05	0.196656614704	0.0258423413704	0.0136543196778	0.147401396944
a29	0.143581678623	0.0994093103643	0.102176590191	0.120179550389	0.176866309895	0.000103046751735	0.215978637668	0.0190378897901	0.0152252416259	0.107441736981
a39	0.0913837482077	0.0402856022881	0.0457813667637	0.14538110713	0.221819424632	0.00301160534725	0.150531395323	0.10046710293	0.066585120542	0.13475352566
a31	0.117459748069	0.0226250724294	0.0208845752879	0.271913469377	0.0995970482107	0.00395956785908	0.127441002241	0.136653199977	0.0847351788473	0.114731134887
a39	0.144698987356	0.0270019201431	0.0179209977626	0.328200926459	0.0472032014036	0.00863781802969	0.18461432788	0.0830914023257	0.0487720342824	0.109858374629
a41	0.101030045119	0.030533459381	0.0150558745875	0.142086755486	0.0290176704679	0.0141259063432	0.33755378596	0.0721994841086	0.0315180647608	0.226878944876
a10	0.063453930373	0.0320974714603	0.0208053608625	0.119027005162	0.051168880156	0.0459604977811	0.298198278653	0.103029724703	0.0540810172536	0.212177824959
a31	0.320401954124	0.0326579728201	0.0233919076208	0.0996964743873	0.0566860293853	0.0540044382604	0.155112831884	0.102613812568	0.0658420417512	0.089592527153
a18	0.408243139375	0.03544822094	0.0299112882069	0.0649143507958	0.0696404024618	0.0504350967535	0.0762924349613	0.161956261856	0.0625754315837	0.0405833658843
a31	0.352905364458	0.0426399036467	0.041596368069	0.0621906179319	0.0888247864873	0.0552214149178	0.0588515159871	0.198802327285	0.0701279348612	0.0288397592948
a3	0.342197011486	0.0543844828822	0.0568751713563	0.0674646369773	0.0973698478291	0.0518562206393	0.0528179976624	0.174479732428	0.0701004092871	0.0324544990983
a18	0.160798361829	0.0727497959607	0.0817488237854	0.0928457489924	0.149145145943	0.0730994198798	0.0556353808875	0.187825120809	0.0829503250957	0.0432018963661
a31	0.155897805276	0.0814783119869	0.0881854579285	0.0931587063308	0.144314041981	0.0811888402933	0.0667485086292	0.141827483603	0.0890941136986	0.0581067337887
a23	0.160508051759	0.086659747329	0.0890999976428	0.0898105354436	0.120602203994	0.0891375987644	0.0817347028764	0.114610719201	0.0933602345662	0.0744761995962
</S>	0.126797545879	0.0898725036645	0.0923467213214	0.0917902127218	0.125888676997	0.0970796543822	0.0855242914382	0.1135745916	0.0977819872831	0.0793438047981
