 	dovevo	comprare	il	pane	ogni	giorno	</S>
a30	0.32878863	0.0037750306325	0.0287518927	0.00494717745	0.0812092885	0.11375954	0.438768442
a41	0.314574253333	0.0012672432325	0.0327465292333	0.00401318821667	0.0438893785	0.0669891933333	0.536520214
a31	0.522930441111	0.000763667310833	0.0199896590778	0.00474235417222	0.0788509995	0.0660142311111	0.306708611333
a24	0.617845813704	0.000607690376278	0.0175716406926	0.00394914272407	0.0902807615	0.0635953003704	0.206149617111
a37	0.484215494568	0.000238315969426	0.0724505668975	0.00231254550802	0.0429111668333	0.0512556454568	0.34661629237
a31	0.533763241523	0.000103043917142	0.0863896294325	0.00107510869601	0.0230071889444	0.0417847368189	0.313877129457
a17	0.566893883841	0.000344012581714	0.0545402402775	0.00190241715867	0.0125519772148	0.0312753529396	0.332492195152
a5	0.37750245128	0.00121921314724	0.0495782900925	0.00369685585289	0.00968731430493	0.0522204853132	0.506095431717
a17	0.44888192376	0.00256910064908	0.0451286926975	0.00410048731763	0.00872602986831	0.0743813051044	0.416212457239
a20	0.572711041253	0.00312097234969	0.0426993118992	0.00380456587254	0.00775924362277	0.0942179317015	0.275686925746
a5	0.666141780418	0.00423482738323	0.0293808439664	0.00493532382418	0.00904463110759	0.0891987845672	0.197063845249
a20	0.743795826806	0.00609757169441	0.0257684096555	0.00696871694139	0.0126685073692	0.0731031055224	0.13159791175
a37	0.766601732269	0.00762134813147	0.0246329748852	0.00863416098046	0.0170712757897	0.0706416585075	0.104796873917
a39	0.78399063409	0.00958535037716	0.0252302206284	0.0104664593268	0.0218992205966	0.0610373315025	0.0877907793057
a35	0.745906144697	0.0133340451257	0.0304400042095	0.0140321561089	0.0319497898655	0.0738113658342	0.0905264911019
a7	0.615760288232	0.0189668587086	0.0347637630698	0.021233103703	0.0506763189552	0.113601008611	0.144998670367
a24	0.604701726077	0.0204920922362	0.0346902166899	0.022719430901	0.0548131686517	0.11069428487	0.151889073456
a37	0.603002548692	0.0249000317454	0.04082194723	0.0250986483003	0.0605659752172	0.10891950029	0.136691337819
a17	0.445008812897	0.0364970819151	0.05030991341	0.0365484307668	0.0838930584057	0.15568615343	0.19205654594
a31	0.306610217632	0.0701234696384	0.0802189311367	0.0702064615889	0.105781752802	0.165346891143	0.201712238647
a20	0.224006989211	0.0865256965461	0.0944272753789	0.0863786871963	0.109466749601	0.176025377048	0.223169189549
</S>	0.198484319606	0.0751554982731	0.0824192251894	0.0749663835981	0.1018086278	0.200398013524	0.266767909774
