 	ha	potuto	entrare	dalla	finestra	</S>
a46	0.0003967119	8.29569343e-05	0.020491499	0.446884855	0.50395397	0.028189972
a31	0.00149186581333	4.11413433e-05	0.0561793006667	0.614516668333	0.301126343333	0.0266446702333
a8	0.00338460850444	9.23664801e-05	0.0744838768889	0.644422522778	0.262798747778	0.0148178836444
a31	0.00398821266815	0.000191649643367	0.045160700963	0.594289980926	0.340577242593	0.0157921728815
a15	0.00840789915605	0.000175802195789	0.0206612419877	0.382422563642	0.283365467864	0.304966977627
a13	0.018620703052	0.00024368327993	0.0096782259959	0.171041589881	0.105306019621	0.695109762542
a24	0.154104488684	0.00303972192664	0.0177465009986	0.125206028627	0.081468595207	0.618434644181
a31	0.405648716228	0.0201026499755	0.0573120219995	0.125819457542	0.0760426537357	0.315074471394
a18	0.570712322076	0.0340261209918	0.0668710496665	0.103957788847	0.0685137065786	0.155919020465
a31	0.547619380692	0.0542491693306	0.0874864772222	0.121232737949	0.0802908241929	0.109121413488
a20	0.549301636897	0.0699504014435	0.0971180390741	0.119856665983	0.0779953300643	0.085777875496
a11	0.485671688966	0.0930713721478	0.0955283296914	0.119918785328	0.104691832021	0.101117936165
a8	0.305754989655	0.131704254049	0.134741349897	0.145736705109	0.141382130674	0.140680535388
a31	0.255389766552	0.141727228016	0.145474886632	0.160309885036	0.147753616891	0.149344588463
a8	0.239894775517	0.146450842672	0.148836345544	0.165230375012	0.149378702297	0.150208912821
a31	0.223497105172	0.151216344224	0.152499248515	0.166476531671	0.153109877432	0.15320084094
</S>	0.220500592586	0.150762997112	0.153815704257	0.170017570836	0.152087853716	0.15281524047
