 	sto	ancora	cucinando	</S>
a20	0.23931381	0.04523325929	0.7042813	0.0111716806
a31	0.417747816667	0.0364595846233	0.540876596667	0.0049160039
a37	0.709236638889	0.0343061443411	0.254359078889	0.00209813843333
a20	0.66035077963	0.0154657645804	0.301934956296	0.0222484893111
a31	0.669847059877	0.0148797748601	0.285860724765	0.0294124108704
a30	0.817738353292	0.03569781462	0.111006483255	0.0355573213901
a46	0.806700401097	0.0583142148733	0.0765726334183	0.05841274713
a31	0.684385090366	0.0513803082911	0.197307091139	0.06692755571
a39	0.657526990122	0.0444793627637	0.220979592046	0.0770140919033
a15	0.783168500041	0.0594265142546	0.0955181240153	0.0618868713011
a20	0.701938383347	0.0758754947515	0.0991038363384	0.1230822611
a22	0.489695914449	0.0940482002505	0.154286465446	0.261969367033
a31	0.358411234816	0.142842475417	0.220956508482	0.277789775678
a46	0.291473374939	0.177552808472	0.249098516161	0.281875325226
</S>	0.267721067469	0.175850674236	0.228300418081	0.328127852613
