 	sta	e	dorme	nel	letto	</S>
a33	0.4484106885	0.018792139	0.021814889	0.0177112328	0.199490824	0.293780262
a31	0.545052756167	0.115687510333	0.07693551	0.0114721971333	0.0731256373333	0.177726445333
a37	0.329627752056	0.205172336778	0.266710286667	0.0120167050444	0.0328412427778	0.153631721778
a31	0.169773630685	0.422411698926	0.276629537222	0.00811543938813	0.0149218162759	0.108147891259
a13	0.344907103562	0.448170803642	0.107870261874	0.00344189860271	0.00808522710863	0.087524727753
a20	0.684317201187	0.174884336547	0.039671767758	0.00259168963424	0.00629046230288	0.0922445259177
a24	0.782608447062	0.114033363516	0.0285425502527	0.00618065654475	0.010154279701	0.0584806496392
a28	0.700708029021	0.140741161172	0.0558346950842	0.0231981775149	0.035962265567	0.0435556555464
a31	0.51284483634	0.119886833724	0.100680625028	0.0686113601716	0.126190981856	0.0717853798488
a35	0.299588225447	0.080800977908	0.213447801676	0.106395340057	0.194980933952	0.10478669995
a18	0.179349938482	0.0931537993027	0.301589437225	0.117170726686	0.207608371317	0.101127673317
a31	0.205466162827	0.0895022124342	0.233695642408	0.112359228895	0.250338290439	0.108638424439
a13	0.189003269942	0.0758801268114	0.207515624136	0.111843239632	0.28443974348	0.13131799148
a39	0.105249258981	0.0809428822705	0.220348988045	0.118262733211	0.300089647827	0.17510649716
a31	0.128714266327	0.10092346409	0.177505872682	0.125252654404	0.275622602609	0.191981122387
a21	0.138737612109	0.107889684697	0.148208610894	0.122900811468	0.301951577536	0.180311700796
a31	0.13983285737	0.116083054899	0.142230310298	0.126390773823	0.299242125845	0.176220896932
</S>	0.169029303685	0.135502232449	0.150468770149	0.142065986912	0.235903462922	0.167030263466
