 	lo	posso	finire	di	fare	</S>
a20	0.923053875	0.066847082405	0.000961814065375	0.000642537302979	0.00666944224	0.0018253330613
a31	0.969477958333	0.0246478485717	0.000344836602041	0.000223068740645	0.00465184004	0.0006544788613
a46	0.960087552778	0.0112191816906	0.000157033747347	0.000178274897882	0.01941175748	0.00894612442043
a31	0.961755537593	0.00440494811753	7.02119948673e-05	0.000154525045361	0.0219398040767	0.0116748647828
a41	0.932688099198	0.00660485025984	0.00875000876737	0.00800282641452	0.0259781496089	0.0179760132369
a18	0.846092056399	0.0138673267533	0.0215183595891	0.0204391261382	0.0321339525363	0.0659491687456
a7	0.6196894788	0.0424669495844	0.12128158153	0.0895230997127	0.0234842955121	0.103554629582
a41	0.355315456267	0.0625223215281	0.20330937051	0.170032706571	0.0304716441707	0.178348543194
a31	0.303474185422	0.061215082176	0.161252193503	0.165145915524	0.0804055267236	0.228507127731
a0	0.252433535141	0.0672045707253	0.227200901168	0.194336218508	0.101626196575	0.157198612577
a31	0.19447469838	0.0895943202418	0.265098647056	0.217047079503	0.106532283192	0.127253004192
a39	0.186370852793	0.114600448081	0.238238959019	0.204668893168	0.125582387731	0.130538471397
a46	0.158892397598	0.132740620694	0.242893953006	0.206244631056	0.131403829244	0.127824550466
</S>	0.157198318799	0.146626205347	0.217982466503	0.192895850528	0.144986649622	0.140310475233
