 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a23	0.80927932	0.024107239175	0.00372351045	0.0001446670187	0.0132977222	0.00119722651	0.0162700345	0.001786406455	0.00603487845	0.0341610135	0.0899979795
a31	0.76774864	0.0541132758417	0.00280460665	4.92206417e-05	0.01283279995	0.00226753227667	0.0211905665	0.000648515151667	0.0171454161167	0.0336807541667	0.0875186673
a20	0.77944068	0.0644881850472	0.00398494075	1.79484299333e-05	0.0167498825333	0.00268751775222	0.0220265323333	0.000267124935222	0.0205372672856	0.0273076835556	0.0624922199
a13	0.76813645	0.0219614830491	0.00374324658333	7.1301117611e-06	0.0193719911778	0.00109648217074	0.0156561639444	9.76663764073e-05	0.00771446264187	0.0142666503519	0.147948269967
a37	0.638824713333	0.00741312441637	0.00618503186111	2.67258063703e-06	0.00947886872593	0.00057186027358	0.0134571036481	0.000188357655469	0.00966565451396	0.0519488544506	0.262263773322
a31	0.483469044444	0.00261648131212	0.133601161454	1.57283814568e-06	0.034531197242	0.000976941981193	0.0153891668827	0.000227027047156	0.0350314635047	0.0820763881502	0.212079546441
a43	0.281152786481	0.00109233367737	0.171635793845	1.40641316819e-05	0.041423793084	0.00112969324706	0.0125602563609	0.000601658924385	0.113697304502	0.221429132717	0.155263170814
a31	0.14916332716	0.000580895792457	0.079067667975	1.95848852273e-05	0.0152236863647	0.00306901263569	0.0180378655203	0.000758009841462	0.273935044834	0.320598357572	0.139546533271
a24	0.10768605672	0.000452496590819	0.0488231878917	9.90788774091e-05	0.00665548039823	0.0039420318119	0.0210246259734	0.00103621781382	0.324972558278	0.411172742524	0.0741354774237
a7	0.07004344324	0.00127271815694	0.0213871298639	0.000448831615803	0.00302255407608	0.0019750128373	0.00953617062447	0.00201952840461	0.212433699426	0.589220790841	0.0886400458079
a31	0.13116769108	0.00317744555231	0.0162762246213	0.0015856704286	0.00348036259203	0.00417753781243	0.00820784270816	0.00766689503487	0.153252456475	0.53556484028	0.135442991936
a13	0.138310709027	0.00441081535077	0.0197064402071	0.00322475400953	0.00655686926401	0.0105091806041	0.0166473155694	0.0211992526783	0.175644175492	0.486313090093	0.117477382312
a28	0.080055699009	0.00461352631692	0.026178282069	0.00411184120318	0.00891654992134	0.0129723272014	0.0200114378565	0.0305066768928	0.187929448497	0.538269396698	0.0864348024373
a20	0.0730556936697	0.00813265197231	0.032400930023	0.00804515673439	0.0143552483071	0.0260868650671	0.0355809076188	0.0593048416309	0.148660844832	0.510789855566	0.0835870168124
a31	0.17795065789	0.0130774979908	0.030439869341	0.0125225065781	0.0182795911024	0.0353155690224	0.0476323425396	0.0745859805436	0.0913034076107	0.429658041855	0.0692345302708
a37	0.204786357963	0.0208776516636	0.0319024957803	0.0198522101927	0.0241542897008	0.0612704956741	0.0787143241799	0.112312068515	0.0770787998702	0.302951770618	0.0660995054236
a1	0.112355571321	0.0349857075545	0.0517943052601	0.0348637650642	0.0414529212336	0.118061681891	0.149639101393	0.142875179505	0.0798180342901	0.172820633539	0.0613330784745
a28	0.0893184437737	0.0516984378515	0.06690553842	0.0518719643547	0.0579325170779	0.132064177297	0.167207957131	0.132691163168	0.0737506577634	0.11199467918	0.0645644674915
a1	0.0810337279246	0.0626745026172	0.0721786374733	0.0627958581182	0.066682039026	0.130609505766	0.168512089044	0.121855764389	0.0738338512545	0.0893820777267	0.0704419591638
a28	0.0819771959749	0.0710930442057	0.0781130904911	0.0712804393727	0.0742307696753	0.127266018589	0.161206343015	0.10234464813	0.0760460804182	0.0823259925756	0.0741163883879
a31	0.101710098658	0.0800229080686	0.0831735301637	0.0799448164576	0.0812837218918	0.104500506196	0.120691252672	0.0973929493767	0.0824510881394	0.0867661225252	0.0820630094626
a20	0.108421179553	0.0837676660229	0.0856155733879	0.0836211454859	0.0844390926306	0.0970994620653	0.107042284557	0.0914873431256	0.0854521240465	0.0883025771751	0.0847515364875
a31	0.106391611518	0.085576645341	0.0868486211293	0.0853759284953	0.0859674208769	0.0947317206884	0.102192156852	0.0899079377085	0.0870847513488	0.0896940403917	0.0862291788292
a20	0.106110318839	0.086765118447	0.0876682637098	0.0865387261651	0.0869806202923	0.0925309635628	0.0974960989507	0.0894366425695	0.0884546757829	0.0907250234639	0.0872935916097
a31	0.107929332946	0.0870203528157	0.0878027545699	0.086747370055	0.0871403100974	0.0915757478543	0.0956702429836	0.0890348341898	0.0887710139276	0.0908543411546	0.0874537158699
a8	0.108106834315	0.0863883742719	0.0873091948566	0.0860705880183	0.0865793233658	0.0919795192848	0.0970792176612	0.0877951080633	0.0911974199759	0.0907981270515	0.08669630529
</S>	0.0977889621575	0.086050282136	0.0871512174283	0.0858265390091	0.0864694416829	0.0951005246424	0.103107518831	0.0879041240317	0.094523237988	0.0898824385258	0.086195747645
