 	l	ho	sentito	che	veniva	</S>
a41	0.0600681045	0.00351904215	0.19556322	0.00410129005	0.6952232	0.04152512565
a31	0.0442596811667	0.145712591817	0.232538353333	0.00429685971667	0.530131078667	0.0430614137833
a24	0.0381339957222	0.192883305592	0.501163874444	0.00448425643889	0.246543904889	0.0167906528611
a15	0.0153297081741	0.0649361515173	0.445678862148	0.00208415731296	0.144955811296	0.327015318654
a28	0.00866478615803	0.0227887439724	0.150741966783	0.00106638076099	0.058158552632	0.758579589551
a0	0.0827607012193	0.0712359501241	0.059406795661	0.0123288369437	0.067091996744	0.70717572985
a31	0.18110063374	0.106891183375	0.070609509887	0.100420962315	0.121209165581	0.419768556617
a11	0.177179097913	0.112110544458	0.170841893296	0.168999630772	0.128437318527	0.242431525539
a31	0.158589599304	0.142019178153	0.215386291099	0.173199506924	0.130955386176	0.17985003518
a39	0.146908944435	0.142928079384	0.2457582737	0.172953825641	0.130498325392	0.160952578393
a20	0.131327099478	0.146484536461	0.257624921233	0.192993028547	0.125562675131	0.146007756131
</S>	0.137371729739	0.150606833231	0.210838965617	0.225426679274	0.133590857565	0.142164923065
