 	il	ladro	è	entrato	da	qui	</S>
a31	0.68244053	0.0643462485	0.020989404815	0.00989091457832	0.0135304865784	0.0430015769867	0.165800822585
a17	0.887549476667	0.0278317569667	0.00703709998533	0.00329768902786	0.00451190712961	0.0143374823283	0.0554346464083
a37	0.955943178889	0.0101601860889	0.00235841586878	0.00125935876882	0.00170165675107	0.00485693598443	0.0237203342928
a35	0.97174317963	0.0063988094963	0.000862779902927	0.00062816296294	0.000846812547023	0.00183418048148	0.0176860710976
a18	0.848614226543	0.0328245053321	0.00692682054431	0.0290242603843	0.0231051636557	0.0151386914472	0.0443662983659
a31	0.804580275514	0.043070261444	0.00915654691477	0.0393657060614	0.0318952125519	0.0219551646824	0.0499767804553
a24	0.706758825171	0.0739195234813	0.0207069563716	0.0613776679538	0.0537817608506	0.0371123817608	0.0463428198184
a31	0.667929261724	0.0856855294938	0.0260346100239	0.0699106708513	0.0619792835169	0.0424452955869	0.0460152522728
a16	0.613516440575	0.0775485481646	0.0235794055746	0.0700308051504	0.0762437544056	0.0660949401956	0.0729860344243
a31	0.425472160192	0.104055922722	0.0506734518582	0.0981454350501	0.109124089802	0.102443083399	0.110085833475
a46	0.336030916731	0.118030884241	0.0875431719527	0.11241765835	0.117753074934	0.113444141133	0.114780133158
a31	0.275188865577	0.124683019414	0.105960638651	0.123452376117	0.126418208311	0.122003832044	0.122293074386
a46	0.254652018526	0.128942127805	0.117455142884	0.124974198706	0.125883779437	0.123948592348	0.124144188129
a31	0.224220399509	0.134257312602	0.125379337628	0.129306667902	0.129617716479	0.128553734116	0.128664856043
a35	0.214619199836	0.133188104201	0.128821605876	0.131062420967	0.13112931216	0.130541561372	0.130637775348
a31	0.199929426612	0.1346303114	0.131987878625	0.133523543656	0.133561324053	0.133161043791	0.133206451783
a8	0.197709095537	0.1344874238	0.132811896208	0.133838814552	0.133842461351	0.13364672793	0.133663593928
a31	0.235538895179	0.128462591267	0.126634828736	0.127293441517	0.127393107117	0.127422535977	0.127254621309
</S>	0.29652771259	0.118788910634	0.116493719368	0.116931460758	0.117048108559	0.117243852989	0.116966250655
