 	devo	pulire	l	albero	</S>
a39	0.00423827095	0.0245913595	0.13349839315	0.79740553	0.040266404
a31	0.02441908615	0.0494850995	0.22477907315	0.66976649	0.0315502472333
a35	0.0763314053833	0.121103347833	0.39062609105	0.396267956667	0.0156711936444
a31	0.0853138551278	0.418896452611	0.27500459035	0.209349605889	0.0114354723815
a20	0.174332181709	0.590746327537	0.104402362117	0.0818448356297	0.0486742632938
a31	0.294379803903	0.529644482512	0.0824571427057	0.0339495425432	0.0595689983313
a37	0.227389587968	0.608713424171	0.0729569435686	0.0317974605144	0.0591425600104
a1	0.125513563989	0.700257668057	0.0344437788562	0.0635017025048	0.0762832533368
a20	0.091743092663	0.651375302686	0.0274187622854	0.0976337275016	0.131829087779
a31	0.087496376221	0.512628544229	0.0347180317618	0.141875135834	0.223281892593
a39	0.084417557407	0.38408843141	0.0463658672539	0.165649168611	0.319478970864
a10	0.094081732469	0.30416169047	0.0508788790846	0.14191916287	0.408958530288
a29	0.122241100823	0.25989168349	0.0766046796949	0.134883047623	0.406379483429
a46	0.139727893608	0.215009811163	0.112506096565	0.138163729208	0.394592461143
a31	0.163585481203	0.200905547054	0.142201342188	0.154121399736	0.339186203714
a20	0.172486447068	0.192760159018	0.155197067396	0.165889559912	0.313666734571
a13	0.169235522356	0.182535873006	0.159343632465	0.164997203304	0.323887744857
a20	0.181893077452	0.189252314335	0.177218127488	0.179702827768	0.271933644952
a31	0.196453569151	0.194438854778	0.188865622496	0.189008755923	0.231233204984
a11	0.203172366384	0.198023431593	0.194733830832	0.194150815308	0.209919551661
a17	0.200804998795	0.200316003864	0.197299256944	0.197406285103	0.204173413887
a20	0.200341622932	0.200690504621	0.198588262315	0.198626848368	0.201752714629
</S>	0.200319831466	0.20083927231	0.198916181158	0.198913814184	0.201010862314
