 	forse	non	li	ha	a	casa	</S>
a28	0.116895036	0.64135839	0.037910106	0.0049462266	0.01168812135	0.0737190799	0.113482978
a10	0.285479046	0.58175248	0.0276084326667	0.00991206126667	0.0170911010167	0.0255637102	0.0525930946667
a31	0.433627588667	0.35107811	0.0970843908889	0.0368740550889	0.0306715610056	0.0105785639	0.0400857065556
a21	0.461723622889	0.277711323333	0.12129385263	0.042766451363	0.0257028296685	0.0203585481667	0.0504433585185
a37	0.39146097663	0.263563297778	0.0855091465433	0.0260720267877	0.0171230228895	0.0818205360556	0.134450980839
a31	0.154190994877	0.529522122593	0.0605403650811	0.0161277241392	0.0123409838965	0.0878985916852	0.13937925128
a37	0.071159115959	0.512061885198	0.0271214335937	0.00745279192307	0.0164512815655	0.182224710228	0.18352882476
a31	0.208103255986	0.294777429399	0.0166306766646	0.00475704000769	0.0183610235218	0.237172708409	0.220197888253
a37	0.255209585329	0.2622032798	0.0828022420215	0.0270497987026	0.0247979808406	0.171332967803	0.176604136084
a31	0.408299328443	0.146021554267	0.105502003174	0.0346398611342	0.0268273954135	0.133163793934	0.145546061361
a21	0.462144761148	0.109565599089	0.190586176891	0.0507028672781	0.0238448352712	0.074952035978	0.088203749787
a31	0.442623692049	0.10066054903	0.230587617964	0.061765828426	0.0285252440904	0.0617656039927	0.0740714855957
a20	0.442983974016	0.10769897901	0.233191398321	0.0577421074753	0.0353376220301	0.0566205099976	0.0664254108652
a31	0.318523754672	0.129602473003	0.252676316107	0.0793686044918	0.06069779201	0.0749436866659	0.0841873682884
a37	0.292137981557	0.135542847668	0.180033895369	0.100694718164	0.0907337653367	0.098608140222	0.102248664096
a33	0.188023383852	0.165529645889	0.172230468456	0.122636652721	0.114922981779	0.116173928074	0.120482948032
</S>	0.165726541926	0.170651132944	0.160184079228	0.127349991361	0.122995165889	0.124352929037	0.128740169016
