 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.258451435	0.001079542105	0.058273781	0.06410982775	0.002091709105	0.0005891456091	0.46071945	0.15468505
a31	0.503226451667	0.005194469235	0.063845095	0.0674978489167	0.000791442238333	0.000209206245767	0.241653156667	0.1175823
a14	0.467719497222	0.00760164627833	0.0792005816667	0.251616142639	0.000639147229444	0.000147342561922	0.125321584456	0.0677540523333
a37	0.273731985741	0.0145951172928	0.0974208738889	0.374105694213	0.00531319259315	0.00190879109731	0.048907761052	0.184016599778
a10	0.179733324247	0.0486561277643	0.280120337963	0.217086248071	0.00736629226438	0.00329497856577	0.0362106763507	0.227532033259
a31	0.108482950416	0.0650421285881	0.559309879321	0.133743806024	0.00397600218813	0.00223040638859	0.0268932003502	0.100321651086
a28	0.113679870139	0.076247012196	0.465127103107	0.135533888675	0.014566243096	0.0384097919962	0.0903040930167	0.0661320516953
a31	0.25634704338	0.117249720732	0.237552961036	0.117551418558	0.0272814016987	0.0560624249987	0.115353156672	0.0726019518984
a42	0.292175825793	0.111781791577	0.147336853679	0.081082945186	0.0401176835662	0.0598879093329	0.173594637891	0.0940224339661
a23	0.236536863264	0.0910001585257	0.11936926456	0.096673185062	0.0665332795221	0.0855956397776	0.20546388263	0.0988277746554
a8	0.231566004421	0.0854927595086	0.11243426152	0.106244448354	0.0733986765074	0.0951208365925	0.198184857543	0.0975581648851
</S>	0.18834261221	0.0747961747543	0.09937594576	0.097712244177	0.0654359882537	0.102004553296	0.266754108772	0.105578377443
