 	venne	scritto	</S>
a29	0.9629438	0.032669733	0.004386406695
a24	0.954958453333	0.0401753973333	0.004866095465
a37	0.974461204444	0.0229325442678	0.00260618898833
a29	0.714835418148	0.0367762785793	0.248388255929
a13	0.314493186049	0.14569193286	0.539814871976
a11	0.15631375035	0.270600110953	0.573086143992
a31	0.226405391783	0.307598203651	0.465996414664
a39	0.307253713928	0.315284921217	0.377461371555
a18	0.300871887976	0.329762540406	0.369365557185
a8	0.319104059325	0.332646403469	0.348249539062
</S>	0.325125449663	0.332832786735	0.342041799531
