 	non	ho	cosa	a	fare	</S>
a8	0.0802708815	0.049209795	0.446743845	0.079470672	0.24020918	0.1040956535
a31	0.108592994833	0.0530142316667	0.595242835	0.046078934	0.13845599	0.0586150638333
a37	0.134777674944	0.0684926418889	0.458169155	0.06816644	0.186328916667	0.0840651882778
a11	0.067798725048	0.043340444963	0.255875656667	0.0673392043333	0.208759255556	0.356886696093
a13	0.0314195490827	0.0292536156543	0.143534990556	0.0327004697778	0.158536621852	0.604554748698
a20	0.0589190603609	0.0785284028848	0.156968223519	0.0339050239259	0.176238207284	0.495441062899
a31	0.077231016787	0.112143620962	0.157751301173	0.0433945089753	0.257809962428	0.3516695743
a8	0.087706288929	0.120019090321	0.0975633137243	0.0667882839918	0.313450454143	0.314472561433
a31	0.113496332976	0.130295786774	0.0867156745748	0.100666657997	0.297503271381	0.271322247144
a46	0.0939358533253	0.105072218925	0.0785579365249	0.0907705576657	0.340882703794	0.290780695715
a8	0.0798126634418	0.0965700463083	0.0709139885083	0.0777902642219	0.334848214598	0.340064798572
</S>	0.0880126717209	0.103617388154	0.0824174112542	0.085762402111	0.286992057299	0.353198049286
