 	stava	ancora	cucinando	</S>
a8	0.00306550979465	0.007693482	0.9739919	0.0152490593
a46	0.00102345821807	0.00765820966667	0.984996766667	0.00632152416667
a24	0.000341511554607	0.00640099502222	0.989104788889	0.00415269872222
a37	0.000131769791702	0.0743286464741	0.914688062963	0.0108514970407
a20	0.00549560904557	0.308852135491	0.653529960988	0.0321222713469
a31	0.0137925523485	0.365900438497	0.575012960329	0.0452940197823
a37	0.15536348645	0.298925596166	0.478980366776	0.0667305312608
a31	0.23829621215	0.268762955389	0.372249002259	0.120691813754
a20	0.33378327405	0.189980378463	0.33411397742	0.142122331251
a31	0.396835194683	0.185086882821	0.273724075807	0.144353847084
a6	0.382661184894	0.185718457607	0.259409333936	0.172211059028
a31	0.376952794965	0.194805215869	0.229526039979	0.198715973009
a20	0.308163334988	0.21410633529	0.260827119993	0.21690318767
a46	0.302264804996	0.232968431763	0.234606996664	0.23015973589
a31	0.274107434999	0.239546413921	0.246673042221	0.23967309863
</S>	0.262773207499	0.23647308196	0.25724847111	0.243505229315
