 	non	ha	da	mangiare	</S>
a31	0.2666126585	0.498828775	0.0645102961125	0.14395150515	0.0260967974
a20	0.561119252833	0.345501291667	0.0215498903915	0.0512208382833	0.0206087557333
a31	0.766871284278	0.174803180556	0.00758479924283	0.0245534988944	0.0261872975778
a41	0.852945161426	0.108925851185	0.00294501709094	0.0149189464415	0.0202650728593
a10	0.728899167142	0.082686563395	0.110119144874	0.0473007692905	0.0309943576198
a31	0.648915169047	0.077595378465	0.156544268291	0.0670156250968	0.0499295252066
a15	0.609174976349	0.0749462848217	0.18309852943	0.0746938936989	0.0580862410689
a31	0.429493002116	0.107274251607	0.238105823143	0.111301544566	0.113825329023
a39	0.393978644039	0.132632163869	0.202409687714	0.122366638189	0.148612843008
a37	0.343953258013	0.16020424129	0.195059079238	0.14186240273	0.158921001003
</S>	0.290402264006	0.174585205645	0.189668264619	0.159541666365	0.185802590501
