 	dovevo	comprare	il	pane	</S>
a31	0.0668156955	0.0119738387975	0.71486497	0.141367173	0.0649783215
a46	0.150253518833	0.0040198170455	0.655388736667	0.114085999667	0.0762519048333
a31	0.432847886278	0.00164405523983	0.382018458889	0.101751838489	0.0817377849444
a18	0.683961462093	0.00091093706661	0.209116881963	0.0362762715963	0.0697344863148
a13	0.809965787364	0.00134189019887	0.0996175139877	0.0152649873654	0.0738097921049
a0	0.897534495788	0.00373491123296	0.0525041408292	0.00737464995513	0.038851768035
a20	0.930546751929	0.0174091950777	0.0261030337764	0.00438071915171	0.021560338345
a7	0.91509188731	0.0396718516926	0.0170779695921	0.00421353961724	0.0239447764483
a20	0.891368312437	0.0599054138975	0.0151583015307	0.00595890610575	0.0276090724828
a31	0.688322517479	0.104111057966	0.0651931021769	0.0444579800352	0.0979153744943
a11	0.481773012493	0.166067252655	0.101216600726	0.0735283673451	0.177414801498
a39	0.470500264164	0.175881890885	0.0861285435753	0.067094493115	0.200394850499
a31	0.387619188055	0.169230096962	0.122717474525	0.105892037705	0.2145412535
a13	0.287845762685	0.186587358987	0.159064681508	0.144718775902	0.2217834445
a17	0.255055484228	0.194794329662	0.167602343836	0.158010601967	0.224537248167
a31	0.226773734743	0.197285926554	0.185724984612	0.178347800656	0.211867586056
a46	0.214086674914	0.197470082185	0.193940554871	0.188334070219	0.206168635352
a20	0.208746244971	0.198241640728	0.19563171829	0.19254230674	0.204838091784
a31	0.205568631657	0.198988333576	0.19796445943	0.196155228913	0.201323347261
</S>	0.205747740829	0.198839641788	0.198569019715	0.196965589457	0.19987799863
