 	non	so	cosa	scrive	</S>
a46	0.1177763875	0.57829487	0.230170735	0.00483774065285	0.068920262
a8	0.0562161725	0.576076156667	0.169549865	0.00167559777618	0.196482220667
a31	0.0807548825	0.472072612222	0.212427428333	0.000753009405393	0.233992051556
a13	0.1766328775	0.392024807407	0.236107442778	0.000502525741798	0.194732318519
a31	0.158680069033	0.533486502469	0.148141636593	0.000300797253933	0.159390988506
a28	0.0594831898777	0.646012790823	0.0904392291977	0.00590416117464	0.198160588502
a31	0.253501136959	0.425303880274	0.0845618243992	0.0188818353915	0.217751256834
a37	0.355829468986	0.286797166758	0.1632767748	0.0918803051305	0.102216248611
a31	0.265176466329	0.208475788919	0.246168118267	0.210066165043	0.0701134552037
a11	0.222590886776	0.142973356306	0.296682299422	0.279614628348	0.0581388100679
a31	0.154059973592	0.126800843435	0.290827093141	0.358751742783	0.0695602850226
a20	0.131324961197	0.117036017478	0.245318241047	0.426207160928	0.0801135516742
a31	0.135291657066	0.134925460826	0.230928473682	0.391864013643	0.106990337225
</S>	0.158604428533	0.150608170413	0.202666411841	0.352088026821	0.136032903613
