 	non	aveva	cosa	a	fare	</S>
a31	0.1464983185	0.0341442483	0.46225429	0.0367756345	0.1920627665	0.128264755
a18	0.0735593818333	0.0118266923027	0.49635655	0.0444394911667	0.1038337065	0.269984188333
a24	0.0362962409778	0.00397297737357	0.2478475	0.0533894490556	0.106421392167	0.552072462778
a20	0.0445171740259	0.00171194476119	0.114161272	0.0388995196852	0.174937860722	0.625772254259
a31	0.0625237990086	0.00155799278706	0.290421642667	0.0293030403617	0.167604965241	0.44858858142
a18	0.154473204003	0.0120654167624	0.348632384222	0.0331395725872	0.12861922008	0.323070223807
a31	0.199948548001	0.0172886879208	0.232041931407	0.0402623655291	0.148196820027	0.362261674602
a17	0.209087789334	0.0398317273069	0.215182730469	0.0470213945097	0.127170226676	0.361706124867
a20	0.227068443111	0.104648849102	0.175571736823	0.0573314668366	0.129797152225	0.305582321622
a31	0.144917967704	0.104966503034	0.155227358941	0.0583692962789	0.216269980742	0.320248887207
</S>	0.107817408852	0.068157276517	0.109223039471	0.0641580081394	0.298834730371	0.351809543604
