 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	0.108807832	0.0091195974675	0.496262899	0.0243637467	0.0230464101	0.051847311	0.0767966972	0.1044009195	0.10535461975
a23	0.155436945333	0.00363241533417	0.535235233	0.0108775977	0.00799191256667	0.146295424333	0.0284803399667	0.0371898065667	0.0748603380833
a31	0.168221951211	0.00208012651139	0.234050480633	0.0058200575	0.00403744718889	0.459326291444	0.0448895694222	0.0151094897222	0.0664645740278
a28	0.134772896504	0.00181415337046	0.134386943178	0.0035007091	0.0025270059163	0.606377613815	0.0502950718074	0.00700760304073	0.0593179960093
a20	0.167422925501	0.00185364185682	0.268532341059	0.00551338936667	0.0011647009721	0.447740541272	0.0211989442691	0.00489808668024	0.0816754336698
a31	0.102608482167	0.00121055267227	0.26987286702	0.0277857134556	0.0010254005707	0.512477633757	0.015246338423	0.00379984076008	0.0659731685566
a8	0.0693139910557	0.000790971410757	0.127728045673	0.0331343199185	0.0016093926569	0.574132244586	0.052656678141	0.03500173412	0.105632620186
a31	0.0563818702852	0.000486673555252	0.341805835224	0.0239691887395	0.0027643814523	0.354329088195	0.065137810547	0.0452719377067	0.109853187362
a20	0.0329743300284	0.000285174960084	0.390420352275	0.0203374534598	0.00282700131743	0.271625269398	0.125875561349	0.0411324372356	0.114522403087
a31	0.0289431040095	0.000437400496695	0.255960774625	0.0104054753666	0.00284562227248	0.283360013133	0.24017782045	0.0531789670785	0.124690830029
a36	0.0212493306698	0.000529448352232	0.211599158208	0.00775892305553	0.00377279009083	0.314436261044	0.30876094015	0.0388881163595	0.0930050590097
a24	0.0165683196566	0.000479725167411	0.0734323705793	0.00357252682518	0.00294971769694	0.278828312015	0.475560396717	0.0328465847865	0.115762123003
a37	0.0105295433189	0.00163720463914	0.0258527343698	0.00374469548173	0.00475842023231	0.281625629005	0.522148392239	0.0433585795955	0.106344891001
a27	0.0129999941063	0.00332350381305	0.0114864881233	0.00633546669391	0.0082936457441	0.389648436335	0.410816150746	0.0613280811985	0.0957683170003
a8	0.0335788583688	0.00603258543768	0.0123475783744	0.0142499077646	0.018011657248	0.476512638778	0.288584196915	0.0670008753995	0.0836817390001
a23	0.0482429877896	0.0104411178126	0.0189389267915	0.0399448929215	0.044416832416	0.537399979593	0.157176065638	0.0716284501332	0.0718107596667
a31	0.21459719093	0.0157784806042	0.0232761742638	0.0541107316405	0.0576207381387	0.417541229864	0.0883411632127	0.0653678293777	0.0633664752222
a37	0.262700764977	0.0167645415347	0.0214515760879	0.0532300778802	0.0563525600462	0.371248413288	0.0719182357376	0.0822824457926	0.0640513770741
a29	0.107236497992	0.0164577448449	0.0198773003626	0.0720202292934	0.0748547033487	0.411499824429	0.0855509085792	0.125244698598	0.087258070358
a31	0.103666684331	0.0245024842816	0.0320137897875	0.0858118414311	0.0931755344496	0.396071988143	0.0753931195264	0.107760432866	0.081604114786
a13	0.101896244777	0.0312382490939	0.0390609859292	0.107113462144	0.118468674817	0.355875876048	0.0666441665088	0.101772240955	0.0779301165953
a31	0.0845136115923	0.0383594210313	0.0466122353097	0.108552482715	0.118538719939	0.355156778683	0.0672368441696	0.102163735652	0.0788661838651
a8	0.0825840785308	0.0403408283438	0.0497159731032	0.114713046238	0.13128031498	0.317042586228	0.0790945133899	0.0997390172173	0.0854896526217
a31	0.17060289751	0.0469487061146	0.0514860277011	0.116548645413	0.132423484993	0.203761845409	0.0845247077966	0.102642742406	0.0910609455406
a21	0.205059157503	0.0591873507049	0.0613552012337	0.129713205138	0.147738031664	0.149713353803	0.0755199859322	0.0887577074687	0.0829560235135
a31	0.153728804168	0.0659054789016	0.0687431070779	0.137650960046	0.156637048555	0.170648133268	0.0764628686441	0.0869686291562	0.0832549981712
a29	0.141813791389	0.0739453146339	0.076884689026	0.125964238349	0.144682400852	0.182509583089	0.081089629548	0.0886005250521	0.0845098363904
a31	0.118234343796	0.0738837945446	0.077874676342	0.119667481116	0.138408108951	0.222000326363	0.080861448516	0.086575791684	0.0824940271301
a46	0.111396311265	0.0747675728482	0.0791289554473	0.118023098705	0.137103164984	0.231081258788	0.0814300748387	0.0848898218947	0.0821797190434
a31	0.122055340422	0.0794794209494	0.0829583498158	0.121534086235	0.140512231661	0.194430636263	0.0848590696129	0.0882641339649	0.0859067196811
a49	0.126948158807	0.0827012786498	0.0859261079386	0.115199345412	0.13107202722	0.188254228754	0.0882685545376	0.093304492655	0.088325803227
a3	0.100938431602	0.0856859345499	0.0871797246462	0.128045445137	0.149646569073	0.161441532918	0.0928449415125	0.100788592218	0.0934288377423
a18	0.091548180534	0.0857833615166	0.0864490135487	0.135657748379	0.160150869691	0.156301410973	0.0915496685042	0.0987500007393	0.0938097359141
a31	0.115730976845	0.0882713071722	0.0898163495162	0.127734926126	0.14655540523	0.149770980324	0.0916015808347	0.0966243069131	0.0938941439714
a8	0.122488437282	0.0873811557241	0.0892032081721	0.132507278709	0.152906927077	0.135326480108	0.0915074436116	0.0951504056377	0.0935287033238
</S>	0.101613666141	0.0828962028621	0.083963079086	0.154037459355	0.185530628538	0.114067255054	0.0899993068058	0.0948784828189	0.0930139966619
