 	la	pasta	vuole	sale	</S>
a31	0.034951914195	0.560857475	0.195916845	0.186621963625	0.021651851005
a15	0.011666578705	0.577945698333	0.333339008333	0.066920385625	0.0101283796717
a31	0.00393208966167	0.525192416111	0.433759422778	0.029347623675	0.00776843415723
a13	0.00157995495056	0.583422812037	0.352088634259	0.0267426966917	0.0361658553191
a31	0.00174965429685	0.535184444012	0.37585486142	0.0346982988972	0.0525127241064
a6	0.0267909945989	0.653998714671	0.25990429714	0.0275582932991	0.0317477170355
a31	0.037600044533	0.72137540489	0.156453265713	0.0580777970997	0.0264935190118
a46	0.0478888178443	0.66239730163	0.115148928571	0.1117698457	0.0627951263373
a31	0.0593110872814	0.65022975721	0.077392032857	0.129035505233	0.0840316074458
a46	0.0422300010938	0.525190792403	0.0569192559523	0.224263585078	0.151396374482
a20	0.0479083810313	0.302246020801	0.0495763356508	0.313814831693	0.286454458161
</S>	0.0581672655157	0.2341795204	0.0578858708254	0.308843545846	0.340923829081
