 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
a31	0.0371136665	0.0332398764	0.146368745	9.15947015e-05	0.0003005644365	0.003128010735	0.0048775434125	0.3421907715	0.432689245
a28	0.0146360919	0.0158352400667	0.443746141667	4.79655831667e-05	0.0001936959765	0.001641373735	0.00168074712583	0.133338327233	0.388880429333
a37	0.00802791336667	0.0434446370222	0.749829647222	0.000267168352722	0.0014392979655	0.002365468745	0.00109325065528	0.0487763104777	0.144756316778
a20	0.00566505572222	0.0491254111941	0.857096212407	0.000329043340574	0.0018463910585	0.00251856286167	0.00110986430176	0.0199846806259	0.0623247732593
a37	0.00231895744074	0.0166523985514	0.896837657469	0.000188788709858	0.0011743580895	0.00794450840056	0.00532537561725	0.0144462310086	0.0551117260864
a24	0.00198946908025	0.00597805621713	0.656394685823	0.000488160466619	0.0019957521965	0.0605815211335	0.0181251368724	0.0436304396695	0.210816792029
a21	0.00341929369342	0.00303128447238	0.500576645274	0.00104013182221	0.00368838363217	0.113683720378	0.0372984989575	0.0690285698898	0.268233458676
a28	0.00531252506447	0.00322508699079	0.586107831758	0.00191262084074	0.00553161821072	0.106492893459	0.0552648563192	0.0703924832966	0.165760087559
a24	0.0267521965215	0.0098752481636	0.509279677253	0.00869737708025	0.0122613137369	0.10032176782	0.108152108773	0.0825522060989	0.142108135853
a31	0.0372813528405	0.0236893247212	0.528340292418	0.0133785036934	0.016202347579	0.0784902042733	0.112745390258	0.072349525033	0.117523091951
a20	0.0273463042802	0.0418957415737	0.504852410806	0.0414890818978	0.0239699128597	0.0545571897578	0.080490002086	0.091981303011	0.133418093984
a24	0.0349471230934	0.0850734805246	0.432807350269	0.0651828296326	0.0324790696199	0.0460194942526	0.0734550236953	0.0983292950037	0.131706378661
a20	0.0400116866978	0.123026420175	0.38734462009	0.0570184188775	0.03303346954	0.0359474824175	0.0584251595651	0.162173869001	0.103018883554
a33	0.0438715075659	0.153438533392	0.22921911003	0.0723084962925	0.03941172718	0.0429835598058	0.059539209855	0.244126283	0.115101554518
a20	0.053305592522	0.149908461131	0.161800643343	0.0809257654308	0.0515489063933	0.0540713339353	0.073968198285	0.225507837667	0.148963208173
a31	0.0683845208407	0.115872187044	0.132985851114	0.0753672118103	0.0673400187978	0.0731014596451	0.0939446544283	0.199323802556	0.173680232724
a3	0.0768916056136	0.106285443681	0.121029770371	0.0767560939368	0.0751044112659	0.0813072598817	0.0998873148094	0.177855494185	0.184882590908
a20	0.0792272485379	0.10576310456	0.105783703457	0.0804591879789	0.079713740422	0.0822156166272	0.100535951603	0.163617141395	0.202684306969
</S>	0.084811124269	0.10934498028	0.105088586728	0.0861335089895	0.084814917711	0.0857453533136	0.101069770801	0.146618705698	0.196373043485
