 	non	ha	mangiato	mai	un	rustico	</S>
a31	0.2408040045	0.0530099225	0.005991265615	0.00334934926	0.0949988425	0.0419915495	0.559855075
a24	0.106242427833	0.0402401385	0.002169826455	0.00115630478023	0.106316519167	0.0257871565	0.718087648333
a31	0.091589922611	0.0705839688333	0.001084447715	0.00039792027131	0.104491278056	0.0162172151667	0.715635282778
a0	0.14685807087	0.0977804896111	0.000753684938333	0.000188354888103	0.097558319352	0.0215847557222	0.635276360926
a31	0.142070464957	0.0800169098704	0.000622868242778	0.000109841225534	0.085288449784	0.0211852355741	0.670706253642
a17	0.0692618476523	0.0538759662901	0.000558525300926	0.000166423778011	0.0534269622613	0.0262119775247	0.796498317881
a13	0.0418605085508	0.02571351843	0.000984714600309	0.001399791206	0.0221191774204	0.0422904678416	0.86563180596
a31	0.205900497517	0.0344540911433	0.0109625647668	0.0133109879353	0.0325714784735	0.0565537559472	0.646246581987
a20	0.308325619172	0.0669039320478	0.0613299765889	0.0846360149784	0.0426667901578	0.0690272103157	0.367110463996
a31	0.270939516391	0.0794907923493	0.0858902315296	0.116192447659	0.0491617273859	0.104661441772	0.293663864665
a23	0.283056475464	0.0859878757831	0.10576373651	0.106872651886	0.0687415791286	0.119822933924	0.229754718222
a8	0.225002061821	0.111964541928	0.143815735503	0.132325723962	0.0918781197095	0.112222721308	0.182791029407
a20	0.176033430607	0.130311443976	0.144621085168	0.139469051321	0.121746109903	0.129779690436	0.158039129802
a31	0.195909863536	0.131313154659	0.136330633723	0.13423225044	0.128897379968	0.131188743479	0.142127963267
</S>	0.229690381768	0.126778257329	0.129007264861	0.12764093022	0.126328139984	0.126989341739	0.133565701634
