 	vengono	vestiti	dai	genitori	</S>
a31	0.282184425	0.0074345511	0.03836604035	0.43340479	0.238610202
a46	0.094792207711	0.0104285771	0.0390758279833	0.552624396667	0.303079014
a18	0.0316217617793	0.165103082367	0.0238913485278	0.462275725556	0.317108078
a31	0.0106376895644	0.222703431789	0.0512214895093	0.246034951852	0.469402426
a11	0.0126527363281	0.10594944493	0.117091169836	0.141826453951	0.622480188667
a31	0.013869795376	0.0556625417433	0.126556649945	0.137787117984	0.666123876222
a39	0.0689867777253	0.0319543060144	0.203116439982	0.133899134995	0.562043318741
a31	0.0907742072418	0.0234508781381	0.273599836661	0.141565793998	0.47060927958
a35	0.108572333747	0.0367831135127	0.19551030722	0.159390717999	0.49974352986
a31	0.118432453582	0.0446858091709	0.289411807407	0.148784216	0.39868571662
a18	0.101921606861	0.0453013043903	0.309846682469	0.157822432	0.385107988873
a0	0.149691502287	0.0689402414634	0.20360274749	0.147802900667	0.429962619624
a31	0.178583077429	0.0949987404878	0.23420720583	0.166192833556	0.326018149875
a37	0.173231892476	0.116288071829	0.27324390861	0.178827661185	0.258408486625
a20	0.170419297492	0.14091957561	0.265952449537	0.184361750395	0.238346935542
a31	0.193972752497	0.17313725187	0.227757373179	0.190537383465	0.214595235181
a41	0.202658227499	0.187206240623	0.20989200106	0.194225394488	0.20601816506
a20	0.202522075833	0.193641676874	0.20387631702	0.195774624829	0.20418532502
a31	0.206033631944	0.196180848958	0.200004905673	0.196918364943	0.20086225834
a20	0.206895503981	0.197129352986	0.198503351891	0.197437631648	0.20003418278
a39	0.203634397994	0.198576160995	0.199007943964	0.198189357216	0.20059216426
a46	0.202276825998	0.199099506998	0.199113377988	0.198561545739	0.20094876142
a41	0.201605828666	0.199295198999	0.199119522663	0.19877161858	0.201207830473
</S>	0.201370014333	0.199485384499	0.199306951332	0.19901321429	0.200824430236
