 	prima	di	andare	alla	scuola	</S>
a7	0.921753135	0.021269084153	0.01251526019	0.009416453017	0.0101081905327	0.0249379540945
a11	0.971433035	0.007167126043	0.00508030935667	0.00369100055033	0.00337205223306	0.00925655576117
a43	0.969278335	0.00285667640433	0.0177935406189	0.00392547585011	0.00126484617802	0.00488116142039
a20	0.822172325	0.00330930596811	0.0670929552063	0.06546039775	0.0268119774593	0.0151530456401
a31	0.517390781667	0.00659465265604	0.134421615069	0.195670902583	0.0914138091531	0.0545082632134
a20	0.292618777222	0.0469597568853	0.168684938356	0.288813114194	0.135040266384	0.0678831840711
a31	0.177981888074	0.0775917296284	0.158346999452	0.310755471398	0.213594862128	0.0617290596904
a20	0.118492163025	0.128540360543	0.201735626484	0.247423153799	0.233170104043	0.0706385932301
a31	0.116201907342	0.166158226848	0.230889522161	0.195102587933	0.204451324681	0.0871964410767
a20	0.124292884114	0.157386055616	0.209222147387	0.183015722644	0.217840084894	0.108243107026
a31	0.140880441371	0.156024628539	0.190976379129	0.172373300881	0.215288081631	0.124457155675
</S>	0.146018240686	0.142379929269	0.167707924565	0.183607225441	0.224611175815	0.135675492837
