 	sto	e	cucino	</S>
a31	0.7679623	0.0777895163	0.153131359596	0.00111687063904
a20	0.910606453333	0.0291124753	0.059616534596	0.000664564395708
a31	0.951613287778	0.0188451974333	0.0290068344987	0.000534629691903
a37	0.922141225926	0.0222656284778	0.0114947888329	0.044098298734
a18	0.909479655309	0.0228541321593	0.0058783106443	0.0617878992447
a31	0.951338018436	0.0165961663864	0.0052499115481	0.0268159187482
a20	0.896968556145	0.0189693664621	0.0602904801827	0.0237716039161
a31	0.811103602048	0.0470384074874	0.106577036728	0.035280951972
a28	0.786462587349	0.0674352258291	0.0993781189093	0.046724066324
a33	0.698741849116	0.0805941106097	0.139779746303	0.0808842954413
a31	0.505085499705	0.14266491887	0.198231442101	0.15401814848
</S>	0.394805074853	0.189740209435	0.216711646051	0.19874308924
