 	io	al	mio	fratello	non	gli	lo	scrissi	mai	una	lettera	al	mio	fratello	</S>
e	0.7454917	0.25163764	0.0023239818	0.0001843996	1.2187667e-05	0.0002596335	2.3125946e-05	3.757046e-05	1.3871578e-05	2.5016832e-06	1.9995168e-06	4.896428e-06	3.6508993e-06	1.2312137e-06	1.6065895e-06
v	0.74745154	0.23290917	0.017964823	0.0002730231	9.389619e-05	0.00089129433	5.9746522e-05	8.408391e-05	3.1713775e-05	3.759641e-05	0.00012386462	2.4523593e-05	2.5924319e-05	1.2183738e-05	1.6562459e-05
ò	0.34835514	0.60650533	0.04202949	0.00041727253	3.016574e-05	0.0026277525	2.0013013e-05	8.274072e-06	1.5314108e-06	2.8284023e-06	5.5384686e-07	3.9702022e-07	2.8900783e-07	3.717423e-07	5.380553e-07
s	0.03024565	0.9069084	0.059870638	0.0015044333	0.00021288711	0.00096333557	0.00010847762	6.527844e-05	7.1050667e-06	2.2208938e-05	8.086597e-05	5.992683e-06	3.5697572e-06	4.642329e-07	6.469956e-07
t	0.0055434853	0.93954384	0.050486576	0.00092526904	0.0001963546	0.0031761355	6.980738e-05	2.314854e-06	1.8792987e-07	4.777213e-05	6.041483e-06	1.7144524e-06	3.2585342e-07	1.8121554e-07	4.743493e-08
o	0.3590088	0.20644964	0.43032643	0.0010028286	0.00014897382	0.0029352934	5.198733e-05	4.6361638e-05	7.6920554e-07	1.59742e-05	4.241227e-06	2.3458695e-06	1.7403869e-06	4.243262e-06	3.6215832e-07
d	0.0001726869	0.5613851	0.41491216	0.017566107	0.0006668975	0.0032923664	0.0005551541	0.001054611	0.00027515477	1.8836277e-05	1.8718412e-05	2.6861284e-05	1.5161075e-05	3.3527729e-06	3.679863e-05
e	0.021534247	0.5520996	0.39968163	0.0041514817	0.00039692447	0.021846531	0.00012967801	3.4185472e-05	9.911591e-07	6.826393e-05	1.8667373e-05	1.3928702e-05	4.204381e-06	6.5442964e-06	1.3170765e-05
r	0.0008212433	0.010103431	0.91775995	0.054074846	0.0030077859	0.00845624	0.0027912606	0.0025828718	0.00017766586	4.523483e-05	0.00010027692	5.1320192e-05	1.9001225e-05	3.4281328e-07	8.470291e-06
f	0.004762045	0.26774514	0.4858639	0.10885517	0.005831495	0.11424647	0.008753622	0.0024423057	0.00025166015	0.00027131967	0.00013413696	0.00037483076	0.00015197479	4.5798756e-06	0.00031140572
ò	0.0016075723	0.062757306	0.6801907	0.12620893	0.012234817	0.09398019	0.014318821	0.00829239	3.77346e-05	0.00018796163	8.61414e-05	5.4482076e-05	1.9895397e-05	1.1111475e-05	1.1997436e-05
m	0.00021184693	0.0018000774	0.34736288	0.4357463	0.03307237	0.11803605	0.034514003	0.023602674	0.004210826	0.0002951387	0.00023407156	0.0005394878	0.00018025741	3.541651e-06	0.0001905777
u	0.00016707771	0.04332611	0.45782948	0.18712552	0.0368521	0.22303167	0.04801305	0.000549979	6.0605794e-06	0.0018590679	0.0009679031	0.00025957066	7.783452e-06	2.6482114e-06	2.0057885e-06
e	0.00022409235	0.0006076168	0.06878642	0.6120543	0.078506924	0.07536115	0.07844643	0.06827575	0.014471934	0.000654327	0.00053599954	0.0011024964	0.00039977478	1.3431795e-05	0.0005594004
n	0.008949277	0.0002183679	0.06264956	0.23950417	0.26198566	0.09269229	0.15203038	0.08175738	0.011663233	0.011678108	0.04100846	0.02097849	0.012342447	7.181142e-05	0.0024703958
t	0.00087501225	0.009496919	0.037282575	0.20019913	0.10458391	0.5996376	0.035957262	0.0027573912	0.00016977168	0.0058280933	0.0017298019	0.0007454071	0.00017361945	2.2341588e-05	0.00054108555
u	6.5600245e-05	0.0006495037	0.0066237194	0.10746243	0.055619415	0.4169229	0.33076316	0.079241864	0.00034465553	0.0016771823	0.00035224078	0.00022040479	3.992852e-05	1.766692e-06	1.5182221e-05
t	0.0005458559	9.838641e-05	0.0031041794	0.054957587	0.12668769	0.07107712	0.41248286	0.26324463	0.044689856	0.006018745	0.006014654	0.0075774305	0.0028148287	1.8640756e-05	0.0006675903
ò	0.00024399401	0.0011655795	0.0031623165	0.07615251	0.06469309	0.75172484	0.082851395	0.007009673	0.00048510564	0.00826736	0.002450739	0.0012054156	0.00031218387	9.137249e-06	0.0002666522
g	0.0001719627	5.7618035e-05	0.00085932127	0.01810695	0.0874251	0.03692319	0.44681412	0.3027489	0.08236081	0.008854136	0.0038269751	0.008319307	0.002624675	2.6818958e-05	0.0008800616
r	0.0029939415	0.0025885904	0.06017785	0.010841151	0.11606374	0.09701958	0.5384708	0.07264532	0.0025760198	0.04213573	0.04401368	0.009157802	0.0006194451	0.0003246803	0.00037163857
a	0.00013123172	0.00022965808	0.0015117576	0.011483875	0.013302287	0.014694229	0.44805893	0.49305853	0.002146249	0.008555522	0.0024739455	0.003385902	0.0009438831	1.2404364e-05	1.1615286e-05
z	8.285259e-05	2.9416417e-05	0.00019258716	0.0009185681	0.0075437715	0.0009829722	0.21819162	0.497987	0.21314229	0.019357916	0.008107044	0.02408462	0.00813929	5.4599463e-05	0.001185489
z	0.0003138265	0.0006453687	0.0019518599	0.033100184	0.053950187	0.12600623	0.33010265	0.025713444	0.00087536627	0.30927503	0.07848316	0.034998283	0.0041369293	9.3326234e-05	0.00035409525
a	0.00026087675	0.00017106153	0.00071097707	0.0073708557	0.006686816	0.004501863	0.7243154	0.2282406	0.0016912409	0.019591404	0.00291138	0.0030475003	0.00048334498	4.5404563e-06	1.2140662e-05
m	0.00028664016	3.8799408e-05	0.0003016471	0.00037613872	0.0014530802	0.00039342497	0.07427471	0.33659464	0.42165998	0.059634265	0.03055308	0.051073533	0.021124378	0.00016668896	0.0020688984
à	0.0006879518	0.00076556066	0.00037244198	0.028395109	0.027967257	0.042315874	0.21569677	0.105569705	0.01847188	0.38461804	0.09392978	0.0652873	0.013723051	0.00033587762	0.001863387
i	0.00011610663	3.898502e-05	0.00024911016	0.000361469	0.0018761173	0.00051710784	0.086899966	0.2626594	0.41750544	0.12917747	0.033190943	0.050896186	0.014554497	0.0002690709	0.0016881747
è	0.009705532	0.000101047626	0.00026312945	0.0001093657	0.00019262292	0.00056087936	0.005201732	0.024377178	0.050694384	0.21749112	0.5585151	0.057025988	0.07100648	0.0013630715	0.0033922528
n	0.007987618	0.00022408205	0.0006606621	0.00026593913	0.0003286468	0.0025484315	0.007408957	0.060721796	0.216645	0.281156	0.2729237	0.07233458	0.062990226	0.00870409	0.0051003033
a	0.006527212	0.000714571	0.0052994704	0.0113970665	0.017498003	0.0041136118	0.047932323	0.01602346	0.014379416	0.34882417	0.40709597	0.101300575	0.0070927767	0.0081202295	0.003681053
n	0.0006183221	0.0002037615	0.0010867534	0.00074904965	0.00021368182	0.0007888848	0.0016922777	0.00861961	0.34931138	0.08610955	0.12559533	0.24492072	0.16437764	0.002539769	0.013173296
g	0.0037651164	0.0016454224	0.00043134537	0.014663064	0.008306863	0.0025488713	0.0026779918	0.0025182767	0.0014070137	0.5565339	0.19125873	0.12638989	0.07489198	0.008050953	0.0049105207
r	0.21987258	0.008272227	0.098371215	0.1722596	0.0983058	0.04714946	0.008678521	0.005623046	0.019906703	0.062190622	0.013259566	0.0029592682	0.0062197093	0.014892564	0.22203913
à	5.3753705e-05	8.013496e-05	0.00018158	0.0037538449	0.0066160513	0.0024472962	0.015831763	0.057889037	0.22989288	0.097681	0.023493975	0.37519732	0.14822094	0.022493586	0.016166773
