 	Valeria	legge	il	giornale	</S>
e	0.909887	0.089270905	0.0004838474	1.5872894e-05	0.00034236917
V	0.92745644	0.072167754	0.00017272556	4.468287e-05	0.00015839278
a	0.26266903	0.73681295	0.00032551636	0.00014110957	5.1365474e-05
l	0.85718745	0.14273056	7.891623e-05	2.1477365e-06	8.7972785e-07
è	0.10957814	0.8862225	0.0022294389	0.0016254479	0.00034450807
r	0.3377445	0.6574278	0.0042910534	0.00040561953	0.00013100446
i	0.058674145	0.91795856	0.014406107	0.008918524	4.2672178e-05
a	0.006124858	0.26545674	0.53940916	0.010438321	0.17857096
m	0.0026222158	0.05478539	0.7104383	0.05043429	0.18171981
e	0.063424125	0.67979324	0.17868428	0.052029602	0.026068807
l	0.00081897475	0.02729687	0.91132164	0.043952413	0.016610088
e	0.05396889	0.037723377	0.5237295	0.2789913	0.10558696
t	0.0011887687	0.0046450035	0.47600526	0.46561995	0.052541025
à	0.02742279	0.018534256	0.14882272	0.6007164	0.20450377
o	0.00054424343	0.0029337408	0.21120107	0.74914885	0.03617208
g	0.0045424392	0.0017237734	0.0072171665	0.8781319	0.10838474
i	0.5455085	0.06840952	0.008345519	0.26436678	0.113369614
o	0.0007165295	0.0007609384	0.005181121	0.9431983	0.050143044
r	0.0045181434	0.0013609714	0.0005833876	0.95762104	0.035916526
n	0.005722291	0.0012167982	0.0021488306	0.2123784	0.7785337
à	0.012096535	0.04044224	0.052967448	0.7744545	0.12003928
l	0.0021914488	0.004030697	0.0010957097	0.593025	0.3996572
e	0.01886875	0.004070048	0.027665572	0.93012524	0.019270377
</S>	0.002084365	0.007882841	0.0019872086	0.03061549	0.95743006
