 	che	impara	una	cosa	che	studia	una	cosa	</S>
n	0.8297251	0.16341248	0.0064296513	0.00033743397	5.1756797e-05	2.3690116e-05	8.457958e-06	1.0042191e-06	1.0403813e-05
a	0.45844153	0.1113235	0.41912043	0.007482328	0.0021996577	0.0007582178	0.00033734905	0.00017582576	0.00016111467
m	0.0897893	0.6817443	0.18200435	0.04318084	0.002498412	0.000581682	5.9135236e-05	2.2771112e-05	0.00011933508
à	0.45381123	0.2459925	0.28834006	0.008533048	0.0021768326	0.0007021643	0.00011128448	5.734736e-05	0.00027561642
t	0.0064581763	0.47748715	0.4223907	0.08843725	0.0039383788	0.0010892064	5.0452025e-05	3.7318339e-06	0.00014487021
i	0.46715426	0.1248932	0.35022092	0.0415454	0.0128070535	0.0033287213	3.1602092e-05	1.3874368e-05	4.932125e-06
è	0.0005708111	0.12273254	0.55801845	0.2971447	0.014448419	0.0051229554	0.00032488775	2.879492e-05	0.0016084146
n	0.00031346348	0.018118843	0.8030506	0.15237367	0.017601121	0.007487039	0.0005528723	1.9511652e-05	0.0004830051
a	0.35817283	0.025785245	0.13019025	0.33626083	0.09835865	0.04954174	0.0009088454	0.0006502278	0.00013136203
p	0.000127097	0.0013755156	0.103268	0.7270051	0.124407865	0.039680034	0.0026220197	7.714589e-05	0.0014372587
r	0.2767197	0.031642336	0.22458416	0.25400588	0.15823968	0.047432512	0.0018093336	0.0004758186	0.00509066
à	0.0117038395	0.022349838	0.0423566	0.4792631	0.35150418	0.07875641	0.011879501	0.001753227	0.0004332728
m	0.00014029439	0.0004996956	0.014526866	0.40111428	0.39024994	0.15961358	0.030802518	0.0011090048	0.0019437718
a	0.007556754	0.006615047	0.0137539795	0.21113513	0.47490096	0.27228287	0.01297101	0.00062126527	0.00016295073
n	0.00020347175	0.00035076257	0.0021531663	0.12046706	0.4468384	0.39143458	0.031525444	0.00054103293	0.0064860396
a	0.017019369	0.035110928	0.040825427	0.13714463	0.22262807	0.53974456	0.0063713854	0.00067493547	0.0004807824
s	0.00023758032	0.0003664617	0.0025417695	0.01452997	0.21329427	0.619089	0.14078487	0.003212465	0.0059435596
t	0.007980144	0.020075273	0.011058963	0.01749219	0.13661012	0.7183907	0.07758248	0.0038861134	0.0069240346
u	0.0026426786	0.0005036118	0.0009185091	0.008671871	0.060036544	0.71141493	0.20925917	0.0061124484	0.00044028182
d	0.00023500658	0.0004763263	0.003878761	0.0031895686	0.035852846	0.50578403	0.41182426	0.0131490035	0.02561016
i	0.0077449773	0.018435704	0.016153576	0.030735156	0.07457917	0.71682566	0.1136062	0.006397783	0.015521751
è	0.0026016745	0.002895818	0.011541118	0.005920316	0.011024103	0.113188945	0.64959174	0.17699806	0.026238255
t	0.012718365	0.0028374975	0.02737639	0.0022749046	0.008426303	0.11397608	0.23271412	0.5796458	0.020030545
s	0.0072588343	0.0028301156	0.0011882257	0.00476517	0.022580087	0.7082392	0.22101311	0.03186391	0.0002614328
i	0.15751436	0.004352025	0.067800954	0.0129322875	0.056325596	0.34053144	0.11414416	0.24122863	0.0051706424
è	0.0010701377	0.0027594953	0.018446406	0.005338548	0.005503782	0.007118902	0.23401506	0.3938188	0.3319288
n	0.0036066948	0.0030172907	0.03275272	0.00088192534	0.001166394	0.0034485762	0.06778958	0.7753069	0.112030044
a	0.023360062	0.002434668	0.029958995	0.04718668	0.033158775	0.038569756	0.04636287	0.5791638	0.1998044
p	0.0019770418	0.005687715	0.026659207	0.009924863	0.006200015	0.0016086991	0.015521583	0.54429847	0.38812235
r	0.08715959	0.029280089	0.05305148	0.034739178	0.107988395	0.02619116	0.010864327	0.34244382	0.30828193
à	0.00048009094	0.00038192852	0.0018034858	0.00087582436	0.01122704	0.009644719	0.053691775	0.7558663	0.16602889
m	0.0013584507	0.0021995655	0.01664427	0.0028587116	0.0020484342	0.00022840007	0.00200732	0.58522856	0.38742635
a	0.008451166	0.003579254	0.0022236516	0.00083773845	0.0048394315	0.005276342	0.013521309	0.9434459	0.017825207
</S>	0.0021143032	0.004903478	0.04713318	0.008500801	0.005954693	0.00092495506	0.0023642338	0.14747545	0.7806289
