 	ha	potuto	entrare	dalla	finestra	</S>
ì	0.70801103	0.28226513	0.009247146	0.0004060013	8.3845325e-06	6.2416235e-05
s	0.04602937	0.9342679	0.018888358	0.00071066804	2.3563398e-05	8.009649e-05
o	0.521275	0.41417938	0.044686303	0.0025675518	0.01675575	0.00053596083
s	0.035252184	0.706249	0.24212997	0.013988742	8.636901e-05	0.002293712
e	0.94229597	0.014303656	0.022715352	0.004386712	0.016119683	0.00017855798
è	0.0019567006	0.017575353	0.75953215	0.19144337	0.0007945475	0.028697854
m	0.0025190895	0.006674436	0.71156824	0.24871661	0.009790438	0.020731067
b	0.15048479	0.03692315	0.12544602	0.5869036	0.09957592	0.00066653173
i	0.7555064	0.004902376	0.008264263	0.2047393	0.025692018	0.00089557626
à	0.0006095068	0.00016248036	0.009274332	0.7857644	0.018536348	0.18565287
t	0.0024227947	0.0005529292	0.02953087	0.6818499	0.20994192	0.07570155
t	0.05428372	0.017318832	0.020638201	0.50406617	0.40084693	0.0028461437
i	0.65414697	0.0006017916	0.00092211855	0.10886086	0.19498041	0.04048791
f	0.0014217357	0.00015501585	0.0017713305	0.040502958	0.43998474	0.51616424
i	0.022255184	0.0010277379	0.013109044	0.05030991	0.84200114	0.071296975
n	0.0011395646	0.00012244027	0.0014883262	0.006304419	0.74657184	0.24437341
è	0.007267321	0.00026360608	0.004900955	0.006006815	0.7945081	0.1870532
s	0.00065907516	8.515172e-05	0.0015223797	0.0014288197	0.74735975	0.24894477
t	0.0068140933	0.0007898393	0.0017182977	0.0021645243	0.97622275	0.0122904135
r	0.041577976	4.971626e-05	0.000101897276	0.00025017187	0.01586605	0.94215417
a	0.0053454586	2.5185247e-05	0.0002619537	0.0014867213	0.053030003	0.9398507
</S>	0.001123837	0.00017970488	0.0034399184	0.0021669054	0.033792123	0.95929754
