 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.9914484	0.005500487	0.0025126473	0.00049108226	2.6981255e-05	3.0621784e-06	3.5713945e-06	2.7252622e-06	1.5359233e-06	1.6458013e-06	1.2989619e-06	1.0463144e-06	1.3506371e-06	1.9781378e-06	1.137191e-06	1.0880001e-06
n	0.34650528	0.5492372	0.0853316	0.0056925467	0.001941126	0.0050215186	0.00084100186	0.00036756208	0.00074240734	0.00034141797	0.00062495447	0.0020970148	0.0005748786	0.0002670465	0.00018797403	0.0002264452
ì	0.037778355	0.570831	0.3727388	0.010944616	0.007440777	2.4531286e-05	9.0127774e-05	2.1124935e-05	0.00012363306	1.6534087e-06	2.2286092e-07	3.3435452e-07	2.6110303e-07	1.265811e-06	5.9411786e-07	2.727422e-06
c	0.02880193	0.7015278	0.24507251	0.0203456	0.002654951	0.0007750584	0.00043726392	4.20536e-05	0.00018417618	2.9112129e-05	2.456392e-05	4.961263e-05	4.8217174e-05	5.8320948e-06	1.0676198e-06	2.734062e-07
h	0.026903218	0.28429517	0.6361976	0.023273582	0.02915319	6.502444e-05	6.2000734e-05	3.2991882e-06	4.5491928e-05	5.5014164e-07	7.959188e-08	1.6788873e-07	1.5610776e-07	1.6088231e-07	1.7153964e-07	3.609037e-08
a	0.008081328	0.1634907	0.75578403	0.049123883	0.022792477	0.0002279377	0.00034721824	1.9033278e-05	0.0001216063	3.7379332e-06	1.1700151e-06	1.9095264e-06	1.998769e-06	2.6069386e-06	3.1156173e-07	4.7899665e-08
t	0.0046363226	0.41031137	0.4390206	0.13461407	0.005770899	0.003912185	0.0009391687	0.00010229987	0.0002626713	5.6091103e-05	4.603415e-05	0.00019951463	9.343593e-05	1.6721095e-05	6.131112e-06	1.245665e-05
o	0.15320379	0.029835079	0.72560877	0.05866313	0.031517956	0.00011426602	0.00034520178	2.7564727e-05	0.0006685979	3.7154368e-06	1.1178704e-06	1.7215982e-06	2.4268331e-06	1.8535411e-06	6.509825e-07	4.1584576e-06
r	0.00012389015	0.047630265	0.521551	0.40918723	0.01918872	0.0011023196	0.00094537507	0.00012306045	5.9941023e-05	2.8646387e-05	8.788525e-06	1.2478201e-05	1.4905851e-05	7.285783e-06	1.9738768e-06	1.4156735e-05
ì	0.01217196	0.006000731	0.61088026	0.3007529	0.06733084	0.0009848868	0.0009896581	0.0003168712	0.00017160227	7.631292e-05	3.3079268e-05	2.2097118e-05	6.466867e-05	7.2412906e-05	5.9347635e-06	0.00012582078
s	2.9683202e-05	0.0067802803	0.23089813	0.68064094	0.073677905	0.0030012287	0.0037460872	0.0006043924	0.00018186809	0.00013125001	3.4835084e-05	3.201205e-05	8.539339e-05	5.2743624e-05	1.2299656e-05	9.0953254e-05
o	0.005788005	0.0021555084	0.28382808	0.5993463	0.094857715	0.004604577	0.0073403465	0.00082992995	0.0011451942	6.820704e-05	6.9198104e-06	7.613512e-06	1.5284893e-05	4.383612e-06	5.999546e-07	1.3826864e-06
n	6.521875e-05	0.0017520902	0.050079897	0.83206	0.092884935	0.010180824	0.009734076	0.0013714908	0.00056589267	0.00033136643	0.00010351538	0.00012368675	0.000250711	0.00014794206	4.05683e-05	0.00030780933
t	0.009827755	0.0018131015	0.104357034	0.52768266	0.32805768	0.009234581	0.014490978	0.0008498253	0.0035285773	6.7990884e-05	1.2242858e-05	1.1660134e-05	2.6689982e-05	1.593382e-05	5.8365845e-06	1.7473561e-05
a	0.0010456764	0.003365555	0.09887603	0.6550435	0.23409915	0.0029744501	0.00413703	0.00018042485	0.00024710002	1.76391e-05	3.6409679e-06	2.8507322e-06	3.5144249e-06	2.0107507e-06	5.6886194e-07	7.967875e-07
