 	se	si	era	vestito	il	mio	fratello	l'	avessi	portato	con	me	</S>
a	0.91720295	0.080540426	0.0009656117	0.00042304627	0.00081289164	2.8542107e-05	1.2578946e-05	4.333049e-06	1.509431e-06	2.8215163e-06	2.9769762e-06	9.345485e-07	1.41014e-06
n	0.33422622	0.56067574	0.06968763	0.005156352	0.014131192	0.004831525	0.00078745984	0.0009470584	0.00827476	0.0005185222	0.00024268439	0.00021558812	0.00030526044
ì	0.02957913	0.08618384	0.8604357	0.0007148438	0.021756705	0.0010793557	0.00014766569	3.092718e-05	5.5985633e-06	4.152894e-05	3.1117875e-06	1.6456632e-05	5.118956e-06
c	0.042577766	0.5583217	0.31773478	0.008187464	0.059854034	0.011977621	0.00010542057	0.0004668853	0.0006086073	0.00016117685	2.287964e-06	1.6614033e-06	5.099449e-07
h	0.03226146	0.34014684	0.5108888	0.0037161498	0.10694084	0.0059087523	6.32189e-05	3.0061567e-05	1.3216038e-05	2.659698e-05	3.484068e-07	3.5058376e-06	1.7166846e-07
e	0.005389966	0.018552145	0.69041985	0.0019704802	0.24808697	0.035021875	0.00012722946	0.00014617607	5.9574577e-05	0.00022087386	3.2475423e-06	1.5406222e-06	4.8593144e-08
n	0.014514616	0.16322537	0.2470742	0.21874705	0.3012781	0.038597	0.0019359312	0.0025665124	0.011378666	0.0006007613	4.4886277e-05	1.4663376e-05	2.2177259e-05
d	0.01829694	0.013319657	0.7394607	0.0060213264	0.21719258	0.0053899437	0.00018681833	5.0758397e-05	6.7588785e-06	7.079263e-05	2.8293082e-06	6.676998e-07	2.4751566e-07
i	0.0047235144	0.0017602451	0.3748477	0.01038402	0.49924314	0.10459637	0.0026458527	0.0012507745	6.257494e-05	0.00046847854	1.4331025e-05	2.6947648e-06	2.9202465e-07
s	0.00019657952	0.0035671955	0.044407424	0.363781	0.53257746	0.045215547	0.006381364	0.0023649347	0.0012762161	0.00016535801	3.226009e-05	2.803504e-06	3.19882e-05
ò	0.004430597	0.019665917	0.12671323	0.041386593	0.7871331	0.017478438	0.0023545786	0.00039927693	7.037354e-05	0.00027555943	6.555752e-05	4.279827e-06	2.2426379e-05
n	3.7886017e-05	0.0005610862	0.025158219	0.17620544	0.5857067	0.15217665	0.04513975	0.013295097	0.0011438957	0.00038729073	0.00011658303	2.0855282e-06	6.927707e-05
t	0.008355267	0.018012814	0.017027676	0.011486	0.81917673	0.11599868	0.0019040833	0.0010933636	0.00081781886	0.0061176233	4.327274e-06	4.701424e-06	8.968976e-07
a	0.0061867465	0.011435242	0.11809752	0.002879458	0.54772425	0.31024802	0.001143925	0.0011121565	0.00015297448	0.0010163763	1.9887102e-06	9.580432e-07	3.5460147e-07
o	6.950898e-05	0.00022983937	0.0010386648	0.075288415	0.15739717	0.5251103	0.16973121	0.058452602	0.009234303	0.0022016484	0.0007437951	1.26179675e-05	0.00048986776
a	0.0005348031	0.00025739998	0.002336196	0.010944294	0.05721267	0.5942436	0.0769785	0.11668131	0.118998475	0.018009737	0.003096049	5.2263018e-05	0.0006546804
t	0.0011228203	0.00044199996	0.001102326	0.0021664023	0.025330225	0.67289025	0.06217924	0.12178442	0.08410663	0.025358692	0.0031448752	6.9450696e-05	0.00030267413
r	0.004742525	0.018606316	0.0018176672	0.0105032	0.12748079	0.37392697	0.2966864	0.057962958	0.012505608	0.08394679	0.0066845855	0.00025510535	0.0048811007
e	0.00033301965	0.0054764226	0.010441242	0.011466476	0.069750614	0.29124534	0.42645913	0.16789383	0.003417404	0.012376368	0.0010195222	7.926198e-05	4.13213e-05
