 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.02315515	0.9531727	0.020799676	0.0022495207	0.0002262027	5.2821833e-05	0.00034394828
a	0.15397786	0.6184243	0.22246265	0.004008532	5.648269e-05	0.0010463704	2.381009e-05
n	0.6523148	0.29136726	0.054271743	0.001924871	2.0592715e-05	7.036334e-05	3.0434496e-05
o	0.014543434	0.884808	0.09417676	0.006400249	2.4964911e-05	4.0932515e-05	5.6166577e-06
n	0.5001863	0.37265226	0.1255345	0.0014683721	2.9930443e-05	0.00012523243	3.3850151e-06
ò	0.0021131427	0.9195695	0.07166331	0.0065855244	5.6663885e-05	7.904411e-06	3.9751717e-06
n	0.14830826	0.43005618	0.41140932	0.009613861	0.00047551966	0.00011144397	2.5357807e-05
t	0.0010154438	0.8040311	0.18186487	0.012954424	5.3256617e-06	0.00012876236	9.848295e-08
a	0.0022133987	0.01544945	0.9749289	0.006384816	1.2495617e-05	0.0010106548	2.5999225e-07
t	0.026538612	0.05846812	0.6728548	0.23242064	0.005738108	0.00064875506	0.0033309837
a	0.0004456028	0.066326156	0.3020676	0.6298026	0.00012874315	0.0011487246	8.066381e-05
s	0.0049954904	0.0016554218	0.34436437	0.62323517	0.020091368	0.0007885609	0.004869596
ì	0.00015961246	0.0033870828	0.06043523	0.9257576	0.0042547076	0.0021402887	0.0038655775
n	0.0012947638	0.00017134708	0.03985124	0.87073314	0.07195835	0.003495262	0.012495868
n	0.00025453372	0.011739846	0.032401588	0.9441814	0.003675312	0.0075159348	0.0002314126
e	0.050057683	0.016263228	0.4971576	0.41792902	0.0011824586	0.017374055	3.5931862e-05
f	0.0027055037	0.00013986255	0.0033721793	0.3665601	0.50211656	0.024441864	0.100663945
a	0.00022298223	0.0032819693	0.002116755	0.9857583	0.005743985	0.0018671497	0.0010088581
n	0.0011865637	0.00011722289	0.0014675356	0.11141289	0.72106206	0.092821896	0.07193184
o	0.0020643976	0.009207695	0.002884533	0.8324463	0.08327687	0.016973468	0.05314667
ò	0.0007832107	0.00034720113	0.0019130732	0.027453976	0.43068707	0.46170256	0.07711298
k	0.0001026298	0.00030912555	0.001424371	0.009532995	0.045647494	0.92203003	0.020953342
a	0.0021598595	0.020210389	0.002107741	0.1650406	0.12502074	0.6609177	0.024542954
v	0.00042226928	0.00033612986	0.0010982443	0.006673072	0.080543794	0.3466421	0.5642844
r	0.031396534	0.106743045	0.008380425	0.08447493	0.009521127	0.53400075	0.22548313
è	0.011451026	0.00039138872	0.00091077574	0.043455485	0.13290222	0.053181805	0.7577073
c	7.2239076e-05	0.00018430769	0.0005865904	0.0015000058	0.005789464	0.5453943	0.4464731
h	0.009643607	0.014596261	0.002063503	0.0018773131	0.0035283663	0.65296984	0.31532106
i	0.09412107	0.025201814	0.09066756	0.033561394	0.044898685	0.65815836	0.05339114
</S>	0.00012319195	0.0002711067	0.0009663851	0.0030028687	0.0029256037	0.06926925	0.9234416
