 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.5297605	0.45597795	0.008327223	0.0057948786	7.429468e-05	2.6444191e-05	5.0199656e-06	1.5743559e-05	2.811373e-06	1.5159765e-05
i	0.007177449	0.9912676	0.00038440526	1.806493e-05	0.00072053034	0.0003271393	1.7919629e-05	1.0449287e-05	6.580972e-05	1.0747579e-05
n	0.042496704	0.8812911	0.045023672	0.029352516	0.001300546	0.00037300822	6.850638e-05	2.6802858e-05	1.351537e-05	5.369615e-05
d	0.0052894778	0.9791949	0.011463488	0.0018422597	0.0015175095	0.0006068833	1.866489e-05	1.81241e-05	3.612453e-05	1.25291745e-05
è	0.0060887123	0.85048705	0.053409178	0.020300277	0.053379238	0.013462184	0.00036304246	0.0013654745	0.0011382662	6.450051e-06
l	0.00214606	0.42174026	0.42888284	0.14341341	0.0029641709	0.00029202338	0.00026149274	0.00022065692	9.504093e-06	6.955894e-05
a	0.14766417	0.8057141	0.018651064	0.0028336744	0.01682715	0.007858556	0.00029428455	3.1126412e-05	0.00011539954	1.043807e-05
à	0.0014866763	0.02965678	0.6041269	0.3520784	0.007008071	0.0016009043	0.0014048506	0.0005098334	6.40114e-05	0.002063598
l	0.0003920784	0.023549257	0.6107573	0.3151557	0.03571774	0.0043721343	0.0057814387	0.0025516155	6.2440726e-05	0.001660265
l	0.63095504	0.18316436	0.00955006	0.0038266894	0.1259392	0.043406405	0.001640897	0.0002714766	0.0011827298	6.315618e-05
e	0.049508713	0.6728229	0.014859096	0.0035210236	0.2279728	0.030230101	0.00024365437	0.00014327445	0.00069688185	1.5316931e-06
s	0.00011851971	0.0007608053	0.04561029	0.7299129	0.18183155	0.018529342	0.009861556	0.01041642	0.00016580442	0.0027928099
è	0.06386966	0.037374724	0.13313082	0.027235964	0.681529	0.040507287	0.008588885	0.004707854	0.002136308	0.00091948954
t	7.088904e-05	0.001031848	0.01469043	0.34089425	0.5108742	0.06488629	0.030972783	0.031270567	0.0003600341	0.0049486896
t	0.01854269	0.007740934	0.0283469	0.027951565	0.70895934	0.12563908	0.056343947	0.022755196	0.0036675995	5.285084e-05
e	0.015744766	0.033765767	0.001918053	0.0018328992	0.5282482	0.37800887	0.015385343	0.009925559	0.015118111	5.240148e-05
k	0.00024340564	0.0020901333	0.002015538	0.02216479	0.2538224	0.32105076	0.14936385	0.23066615	0.0033090382	0.015274005
a	0.01202024	0.010180948	0.063933544	0.0074377297	0.6036518	0.1581672	0.07638237	0.06089041	0.004933969	0.0024017517
v	0.00028942237	0.0018147231	0.0013425637	0.0030908515	0.06274166	0.25481465	0.23174319	0.41937616	0.015217237	0.009569534
ò	0.031138238	0.025751965	0.22574766	0.004858909	0.29062432	0.07038836	0.104869895	0.17126212	0.018385274	0.05697325
e	0.0007494446	0.0017236016	0.00054891093	0.000324211	0.0047879196	0.06974695	0.5131635	0.3594212	0.046154775	0.0033795356
n	0.0041100327	0.008010798	0.00026933503	3.3870198e-05	0.00739112	0.07530443	0.62735045	0.12882322	0.14408489	0.004621889
ì	0.0059340303	0.008777112	0.024626942	0.0013586933	0.053090695	0.058898527	0.060224347	0.531666	0.20538445	0.05003929
m	0.001207249	0.0022116916	0.0007904521	0.00022504028	0.0011506524	0.008622551	0.22115725	0.45620885	0.28399265	0.02443359
e	0.0002976584	0.00034934763	0.00032773602	0.00026542062	0.0030953703	0.013725029	0.021140724	0.7063659	0.25346443	0.00096847967
p	0.00059909973	0.010028466	0.005879967	0.0018296987	0.0050273305	0.0031059983	0.022253474	0.44283465	0.21577232	0.29266888
r	0.006363451	0.0069323136	0.011180992	0.0025969131	0.014088592	0.0034902003	0.0064406632	0.05644267	0.83991677	0.05254749
ò	0.00018141902	0.0020898534	0.0012390051	0.0029185708	0.008176492	0.005407089	0.006143259	0.48260722	0.3686098	0.12262731
n	0.0004519332	0.010377814	0.004961982	0.00061652384	0.0052616727	0.00093161955	0.0028420936	0.026141763	0.59324235	0.35517228
t	0.00057592255	0.0015714044	0.000511908	0.00013550602	0.0017767126	0.0018071262	0.0023899607	0.03823343	0.9340287	0.018969264
a	0.0034424306	0.033424594	0.0013206325	0.00010787404	0.0015687792	0.00054315384	0.005022703	0.0300247	0.91433114	0.010213933
</S>	0.00053353544	0.007294582	0.009730256	0.00083992956	0.0074972315	0.00087500014	0.0008325686	0.0054157525	0.16322184	0.80375934
