 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.999488	0.000506654	2.5079912e-06	8.5851525e-07	6.537552e-07	3.2018355e-07	2.512941e-07	7.6713826e-07
à	0.987382	0.011725988	0.0008781592	1.253057e-05	8.734505e-07	1.1137991e-07	1.3666414e-07	1.9702544e-07
o	0.9340176	0.064685784	0.0012426255	4.6632314e-05	3.2627875e-06	1.5849957e-06	3.350015e-07	2.2543773e-06
c	0.5392931	0.3958214	0.060352575	0.0035796042	0.0002127926	0.00069106906	9.084269e-06	4.0322982e-05
e	0.3073922	0.60518557	0.081997685	0.004212631	0.0009840284	5.157971e-05	8.0516555e-05	9.581532e-05
r	0.13422382	0.7539186	0.10760401	0.0031549938	0.00043256176	0.00063878635	3.2669866e-06	2.3941424e-05
k	0.0025910353	0.97170365	0.02343821	0.0016723335	0.00020454645	9.655044e-05	2.0821339e-05	0.0002728263
è	0.0042550177	0.9556396	0.039407335	0.0006428216	4.1491552e-05	9.989094e-06	2.0574341e-06	1.5792897e-06
o	0.00039573648	0.8976856	0.087774076	0.011487811	0.0016573238	0.0006989842	7.313236e-05	0.0002273037
n	0.0015485493	0.10224691	0.83959645	0.037222717	0.003564589	0.015258534	0.00016771162	0.000394425
t	0.0029735907	0.8628447	0.11115753	0.021848453	0.00040742388	5.7597463e-05	5.9492715e-05	0.000651268
a	0.0005744131	0.98999465	0.0082364725	0.0011648351	2.5839347e-05	2.2931317e-06	6.558958e-07	7.661942e-07
è	0.0002804924	0.11410921	0.7651566	0.09725554	0.012122426	0.0094762435	0.0003985316	0.0012009711
n	8.3646875e-05	0.013660977	0.96044594	0.021007061	0.0012318029	0.003494501	3.5558907e-05	4.0449373e-05
a	0.013731311	0.23403414	0.09349521	0.6449558	0.012294802	0.0010543772	5.984021e-05	0.00037453996
f	0.0003122983	0.00665787	0.2670864	0.5248788	0.13037503	0.06139244	0.0035002166	0.0057969773
ù	0.004900288	0.039361518	0.045127254	0.8753133	0.018245844	0.005309494	0.0012004544	0.010541858
r	0.0006190872	0.005086684	0.41258824	0.39514697	0.11457918	0.06761223	0.0030803494	0.001287268
n	0.0003832126	0.010036551	0.0082495455	0.8893767	0.08723979	0.0044322954	0.00020817568	7.3810916e-05
o	0.12337142	0.5695936	0.086834766	0.2117586	0.0064259106	0.0018819261	1.672886e-05	0.000117059295
k	0.00033940756	0.0002661491	0.006925463	0.39146075	0.442113	0.12152065	0.019913303	0.017461224
a	0.0021218476	0.0029213913	0.006110796	0.8902203	0.081824765	0.01377874	0.0015666725	0.0014555304
k	0.001718428	0.0010117168	0.031158827	0.17494455	0.5241252	0.23263259	0.024322703	0.010085989
à	0.008816925	0.0036390373	0.015037391	0.7105785	0.15750267	0.075952545	0.014440413	0.01403253
n	0.0024194703	0.0019867981	0.065620795	0.10757431	0.4000893	0.31879702	0.08929538	0.014216915
n	0.013461666	0.002399283	0.013934941	0.4266688	0.23558703	0.26948854	0.027189896	0.0112698255
i	0.062146254	0.05991083	0.5564265	0.30609047	0.011439224	0.0029913706	0.00033014512	0.0006651882
r	0.006455652	0.0010767883	0.007659206	0.008628576	0.13933554	0.21661766	0.41636387	0.20386273
ù	0.08177261	0.012648493	0.06743912	0.3608628	0.1813539	0.106626906	0.15886362	0.030432638
s	0.011410634	0.0027320017	0.018154938	0.0073835417	0.0625928	0.10781018	0.60298413	0.18693171
t	0.01472177	0.0013212479	0.007742096	0.14986472	0.37920314	0.1866829	0.24941444	0.011049691
i	0.17469005	0.048000634	0.3007651	0.3511247	0.07145681	0.011976543	0.02258332	0.019402834
k	0.016454643	0.0020333864	0.007046842	0.0033551021	0.0070019285	0.01756355	0.39864916	0.5478953
u	0.16577293	0.010573181	0.00589655	0.09746146	0.049570724	0.011071193	0.51055163	0.14910235
</S>	0.02607972	0.0053576324	0.08166867	0.007949921	0.0072769695	0.020645026	0.5189434	0.3320786
